query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCA_002404015.1	GCA_016218925.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__Desulfobacterota_B	g__UBA4736	g__CAITLU01	s__UBA4736 sp002404015	s__CAITLU01 sp016218925
GCA_014729665.1	GCA_902384795.1	low	d__Bacteria	d__Archaea	p__WOR-3	p__Micrarchaeota	g__B3-TA06	g__Gugararchaeum	s__B3-TA06 sp014729665	s__Gugararchaeum adminiculabundum
GCA_015520875.1	GCA_016933315.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__UBA6266	g__JAADEL01	g__UBA6266	s__JAADEL01 sp015520875	s__UBA6266 sp016933315
GCA_016928555.1	GCA_003566815.1	low	d__Bacteria	d__Bacteria	p__Ratteibacteria	p__Caldisericota	g__JAFGKM01	g__T3SED10-260	s__JAFGKM01 sp016928555	s__T3SED10-260 sp003566815
GCA_016783345.1	GCA_003561965.1	low	d__Bacteria	d__Bacteria	p__BS750m-G34	p__PUNC01	g__BS750m-G34	g__PWXJ01	s__BS750m-G34 sp016783345	s__PWXJ01 sp003561965
GCA_012033055.1	GCA_002010365.1	low	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Bipolaricaulota	g__Limnothrix	g__UBA3571	s__Limnothrix sp012033055	s__UBA3571 sp002010365
GCA_013203085.1	GCA_001774505.1	low	d__Bacteria	d__Bacteria	p__JABMQX01	p__RBG-13-66-14	g__JABMQX01	g__RBG-13-66-14	s__JABMQX01 sp013203085	s__RBG-13-66-14 sp001774505
GCA_016194825.1	GCA_016193065.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__JACPSX01	g__JACQAR01	g__JACPSX01	s__JACQAR01 sp016194825	s__JACPSX01 sp016193065
GCA_001304035.1	GCA_016783505.1	low	d__Bacteria	d__Bacteria	p__SM23-31	p__BS750m-G25	g__SM23-31	g__BS750m-G25	s__SM23-31 sp001304035	s__BS750m-G25 sp016783505
GCA_000739535.1	GCA_003598085.1	low	d__Bacteria	d__Bacteria	p__Moduliflexota	p__Abyssubacteria	g__Vecturithrix	g__SURF-5	s__Vecturithrix granuli	s__SURF-5 sp003598085
GCA_018656855.1	GCA_002084765.1	low	d__Bacteria	d__Bacteria	p__Latescibacterota	p__4572-55	g__JABHYP01	g__4572-55	s__JABHYP01 sp018656855	s__4572-55 sp002084765
GCA_016926495.1	GCF_006965445.1	low	d__Bacteria	d__Bacteria	p__JAFGOL01	p__Firmicutes	g__JAFGOL01	g__Lactococcus	s__JAFGOL01 sp016926495	s__Lactococcus sp006965445
GCA_003501375.1	GCA_000806115.1	low	d__Bacteria	d__Archaea	p__Sumerlaeota	p__Aenigmatarchaeota	g__UBA8349	g__GW2011-AR5	s__UBA8349 sp003501375	s__GW2011-AR5 sp000806115
GCA_003697105.1	GCA_012964825.1	low	d__Bacteria	d__Bacteria	p__4572-55	p__Marinisomatota	g__J002	g__UBA2125	s__J002 sp003697105	s__UBA2125 sp002311275
GCA_013152685.1	GCA_016861205.1	low	d__Archaea	d__Bacteria	p__Hydrothermarchaeota	p__Patescibacteria	g__JAADFX01	g__BOKX01	s__JAADFX01 sp013152685	s__BOKX01 sp016861205
GCF_002272875.1	GCA_018435605.1	low	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Aureabacteria	g__Helicobacter_I	g__R3-B46	s__Helicobacter_I sp002272875	s__R3-B46 sp018435605
GCA_018334915.1	GCA_012839925.1	low	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__DUMJ01	g__JAGXLP01	g__DUMJ01	s__JAGXLP01 sp018334915	s__DUMJ01 sp012839925
GCA_002428325.1	GCA_001873285.1	low	d__Bacteria	d__Bacteria	p__UBP4	p__CG2-30-53-67	g__UBA4092	g__CG2-30-53-67	s__UBA4092 sp002428325	s__CG2-30-53-67 sp001873285
GCA_002686955.1	GCA_016713535.1	low	d__Bacteria	d__Bacteria	p__Gemmatimonadota_A	p__JADJOY01	g__GCA-2686955	g__JADJOY01	s__GCA-2686955 sp002686955	s__JADJOY01 sp016713535
GCA_016933315.1	GCA_009840005.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__Latescibacterota	g__UBA6266	g__GCA-2724215	s__UBA6266 sp016933315	s__GCA-2724215 sp009840005
GCA_016192455.1	GCF_000299235.1	low	d__Bacteria	d__Bacteria	p__JACPUC01	p__Nitrospirota_A	g__JACPUC01	g__Leptospirillum_A	s__JACPUC01 sp016192455	s__Leptospirillum_A rubarum
GCA_016786595.1	GCA_001304015.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota_C	p__TA06_A	g__JAEUWB01	g__SM23-81	s__JAEUWB01 sp016786595	s__SM23-81 sp001304015
GCA_002410925.1	GCA_016934605.1	low	d__Bacteria	d__Bacteria	p__UBP13	p__Calditrichota	g__UBA5359	g__RQOF01	s__UBA5359 sp002410925	s__RQOF01 sp003854955
GCA_002410925.1	GCF_000284315.1	low	d__Bacteria	d__Bacteria	p__UBP13	p__Nitrospirota_A	g__UBA5359	g__Leptospirillum	s__UBA5359 sp002410925	s__Leptospirillum ferrooxidans
GCA_003552425.1	GCA_903844895.1	low	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bdellovibrionota	g__B1SED10-245	g__CAIMVM01	s__B1SED10-245 sp003552425	s__CAIMVM01 sp903844895
GCA_001873295.1	GCA_016192135.1	low	d__Bacteria	d__Bacteria	p__CG2-30-70-394	p__UBA8248	g__CG2-30-70-394	g__2-12-FULL-69-37	s__CG2-30-70-394 sp001873295	s__2-12-FULL-69-37 sp016192135
GCA_001587595.1	GCA_002436025.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__Fermentibacterota	g__Methanofastidiosum	g__UBA6080	s__Methanofastidiosum sp001587595	s__UBA6080 sp002436025
GCA_015520535.1	GCA_002779055.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__CG03	g__S146-22	g__0-14-0-20-44-26	s__S146-22 sp015520535	s__0-14-0-20-44-26 sp002779055
GCA_002897955.1	GCA_004376575.1	low	d__Archaea	d__Bacteria	p__Hydrothermarchaeota	p__TA06	g__BMS3B	g__E44-bin18	s__BMS3B sp002897955	s__E44-bin18 sp004376575
GCA_003221695.1	GCA_003558335.1	low	d__Bacteria	d__Archaea	p__Methylomirabilota	p__Methanobacteriota_B	g__20CM-2-70-11	g__Methanofastidiosum	s__20CM-2-70-11 sp003221695	s__Methanofastidiosum sp003558335
GCA_014728245.1	GCA_902799715.1	low	d__Bacteria	d__Bacteria	p__VGIX01	p__Verrucomicrobiota	g__WJLY01	g__CADCBS01	s__WJLY01 sp014728245	s__CADCBS01 sp902799715
GCA_016202305.1	GCA_012270805.1	low	d__Archaea	d__Bacteria	p__Iainarchaeota	p__Chloroflexota	g__UBA10205	g__Bin127	s__UBA10205 sp016202305	s__Bin127 sp012270805
GCA_003574845.1	GCF_900019265.1	low	d__Bacteria	d__Bacteria	p__NPL-UPA2	p__Proteobacteria	g__NPL-UPA2	g__Paraburkholderia	s__NPL-UPA2 sp003574845	s__Paraburkholderia ribeironis
GCA_015075175.1	GCA_002401485.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__Elusimicrobiota	g__H5-UNCL2	g__UBA1565	s__H5-UNCL2 sp015075175	s__UBA1565 sp002401485
GCA_903642295.1	GCA_003574845.1	low	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__NPL-UPA2	g__CAHJWO01	g__NPL-UPA2	s__CAHJWO01 sp903642295	s__NPL-UPA2 sp003574845
GCA_017992765.1	GCA_016931935.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_G	p__KSB1	g__UBA5609	g__JAFGDW01	s__UBA5609 sp017992765	s__JAFGDW01 sp016931935
GCA_016212735.1	GCA_003644825.1	low	d__Bacteria	d__Bacteria	p__JACRDZ01	p__SM23-31	g__JACRDZ01	g__B21-G16	s__JACRDZ01 sp016212735	s__B21-G16 sp003644825
GCA_003551625.1	GCA_014729815.1	low	d__Bacteria	d__Bacteria	p__PUNC01	p__Eisenbacteria	g__PUNC01	g__WJJG01	s__PUNC01 sp003551625	s__WJJG01 sp014729815
GCA_016192455.1	GCA_016933315.1	low	d__Bacteria	d__Bacteria	p__JACPUC01	p__UBA6266	g__JACPUC01	g__UBA6266	s__JACPUC01 sp016192455	s__UBA6266 sp016933315
GCA_016932965.1	GCA_013349485.1	low	d__Bacteria	d__Bacteria	p__JAFGBW01	p__Hydrogenedentota	g__JAFGBW01	g__DUZN01	s__JAFGBW01 sp016932965	s__DUZN01 sp013349485
GCA_003647755.1	GCA_002402105.1	low	d__Bacteria	d__Bacteria	p__B130-G9	p__UBP17	g__B130-G9	g__GCA-2402105	s__B130-G9 sp003647755	s__GCA-2402105 sp002402105
GCA_003599815.1	GCA_017557885.1	low	d__Bacteria	d__Bacteria	p__Aureabacteria	p__UBA3054	g__SURF-26	g__UBA3054	s__SURF-26 sp003599815	s__UBA3054 sp017557885
GCA_016180655.1	GCA_017609945.1	low	d__Bacteria	d__Archaea	p__Methylomirabilota	p__Iainarchaeota	g__2-02-FULL-66-22	g__JAFCCZ01	s__2-02-FULL-66-22 sp016180655	s__JAFCCZ01 sp017609945
GCA_016933315.1	GCA_016713535.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__JADJOY01	g__UBA6266	g__JADJOY01	s__UBA6266 sp016933315	s__JADJOY01 sp016713535
GCA_002686915.1	GCA_016787925.1	low	d__Bacteria	d__Bacteria	p__ARS69	p__CLD3	g__ARS69	g__SB21	s__ARS69 sp002686915	s__SB21 sp016787925
GCA_013153395.1	GCA_016928995.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__Sumerlaeota	g__JAADEL01	g__JAFGJS01	s__JAADEL01 sp013153395	s__JAFGJS01 sp016928995
GCA_003561145.1	GCA_001871075.1	low	d__Bacteria	d__Bacteria	p__Atribacterota	p__Desantisbacteria	g__SKXZ01	g__UBA1551	s__SKXZ01 sp003561145	s__UBA1551 sp001871075
GCA_013153205.1	GCA_018220935.1	low	d__Bacteria	d__Archaea	p__Thermosulfidibacterota	p__SpSt-1190	g__JAADEW01	g__JAAOXX01	s__JAADEW01 sp013153205	s__JAAOXX01 sp018220935
GCF_014201805.1	GCA_008933615.1	low	d__Bacteria	d__Bacteria	p__Deinococcota	p__CLD3	g__Deinococcus	g__SB21	s__Deinococcus metalli	s__SB21 sp008933615
GCA_003646025.1	GCA_001791795.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__Wallbacteria	g__Sabulitectum	g__UBA9980	s__Sabulitectum sp003646025	s__UBA9980 sp001791795
GCA_016209895.1	GCA_003554145.1	low	d__Bacteria	d__Bacteria	p__Hydrogenedentota	p__Firmicutes_F	g__JACQVH01	g__T1SED10-26	s__JACQVH01 sp016209895	s__T1SED10-26 sp003554145
GCA_000522425.1	GCF_000214415.1	low	d__Bacteria	d__Archaea	p__Tectomicrobia	p__Methanobacteriota_A	g__Entotheonella	g__Methanotorris	s__Entotheonella factor	s__Methanotorris igneus
GCA_003695505.1	GCA_002686915.1	low	d__Bacteria	d__Bacteria	p__J088	p__ARS69	g__J088	g__ARS69	s__J088 sp003695505	s__ARS69 sp002686915
GCA_903861835.1	GCA_001791795.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Wallbacteria	g__CAIOVX01	g__UBA9980	s__CAIOVX01 sp903861835	s__UBA9980 sp001791795
GCA_016845065.1	GCF_000212395.1	low	d__Bacteria	d__Bacteria	p__Marinisomatota	p__Thermodesulfobiota	g__JABMPR01	g__Thermodesulfobium	s__JABMPR01 sp016845065	s__Thermodesulfobium narugense
GCA_016125385.1	GCA_016178055.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__JACPWU01	g__WGLV01	g__JACOUC01	s__WGLV01 sp016125385	s__JACOUC01 sp016178055
GCA_017444325.1	GCA_002069885.1	low	d__Bacteria	d__Bacteria	p__UBA3054	p__UBP15	g__UBA3054	g__UBA6099	s__UBA3054 sp017444325	s__UBA6099 sp002069885
GCA_016931775.1	GCA_016935775.1	low	d__Bacteria	d__Bacteria	p__KSB1	p__WOR-3	g__JAFGEC01	g__DSBX01	s__JAFGEC01 sp016931775	s__DSBX01 sp016935775
GCF_008327825.1	GCA_017533795.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Firmicutes_A	g__Leptotrichia	g__CAG-269	s__Leptotrichia shahii	s__CAG-269 sp017533795
GCA_004376575.1	GCA_018812925.1	low	d__Bacteria	d__Bacteria	p__TA06	p__CAIJMQ01	g__E44-bin18	g__CAIJMQ01	s__E44-bin18 sp004376575	s__CAIJMQ01 sp018812925
GCA_009777535.1	GCA_016932965.1	low	d__Bacteria	d__Bacteria	p__Spirochaetota	p__JAFGBW01	g__WQXQ01	g__JAFGBW01	s__WQXQ01 sp009777535	s__JAFGBW01 sp016932965
GCA_002069885.1	GCA_001777915.1	low	d__Bacteria	d__Bacteria	p__UBP15	p__Edwardsbacteria	g__UBA6099	g__UBA2226	s__UBA6099 sp002069885	s__UBA2226 sp001777915
GCA_002011815.1	GCA_001515185.1	low	d__Bacteria	d__Archaea	p__Nitrospirota	p__Hadarchaeota	g__JdFR-86	g__DG-33	s__JdFR-86 sp002011815	s__DG-33 sp001515185
GCA_013360775.1	GCA_002495465.1	low	d__Bacteria	d__Archaea	p__OLB16	p__Undinarchaeota	g__JABWAZ01	g__Undinarchaeum	s__JABWAZ01 sp013360775	s__Undinarchaeum marinum
GCA_003159495.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__GCA-001730085	g__Bog-1181	g__GCA-001730085	s__Bog-1181 sp003159495	s__GCA-001730085 sp001730085
GCA_009841255.1	GCA_002084765.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__4572-55	g__WGA-3G	g__4572-55	s__WGA-3G sp009841255	s__4572-55 sp002084765
GCA_001780165.1	GCA_014728245.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__VGIX01	g__RBG-16-71-46	g__WJLY01	s__RBG-16-71-46 sp001780165	s__WJLY01 sp014728245
GCA_017999075.1	GCA_002780705.1	low	d__Bacteria	d__Bacteria	p__JAGOBX01	p__CG03	g__JAGOBX01	g__CG03	s__JAGOBX01 sp017999075	s__CG03 sp002780705
GCA_003697085.1	GCF_004526235.1	low	d__Bacteria	d__Bacteria	p__UBA8481	p__Bacteroidota	g__J006	g__Sphingobacterium	s__J006 sp003697085	s__Sphingobacterium sp002734245
GCA_016928315.1	GCA_016293495.1	low	d__Bacteria	d__Bacteria	p__Calditrichota	p__Spirochaetota	g__JAFGKZ01	g__Treponema_D	s__JAFGKZ01 sp016928315	s__Treponema_D sp016293495
GCA_003290465.1	GCA_001799675.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Elusimicrobiota	g__Sumerlaea	g__GWA2-66-18	s__Sumerlaea chitinivorans	s__GWA2-66-18 sp001799675
GCA_016867715.1	GCA_001515185.1	low	d__Bacteria	d__Archaea	p__JABDJQ01	p__Hadarchaeota	g__VGIW01	g__DG-33	s__VGIW01 sp016867715	s__DG-33 sp001515185
GCA_007132905.1	GCA_005881715.1	low	d__Bacteria	d__Bacteria	p__SLNR01	p__Dormibacterota	g__SLNR01	g__CF-13	s__SLNR01 sp007132905	s__CF-13 sp005881715
GCA_002067555.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__Desulfobacterota_G	p__SLNR01	g__Delta-02	g__SLNR01	s__Delta-02 sp002067555	s__SLNR01 sp007132905
GCA_016209945.1	GCF_000517445.1	low	d__Bacteria	d__Archaea	p__Gemmatimonadota	p__Methanobacteriota_B	g__JACQVD01	g__Thermococcus_B	s__JACQVD01 sp016209945	s__Thermococcus_B paralvinellae
GCA_001730085.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__JACPWU01	g__GCA-001730085	g__JACPWU01	s__GCA-001730085 sp001730085	s__JACPWU01 sp016196885
GCA_005808505.1	GCA_016188005.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Methylomirabilota	g__SYLX01	g__UBA12499	s__SYLX01 sp005808505	s__UBA12499 sp016188005
GCA_013151915.1	GCA_002070645.1	low	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__Ratteibacteria	g__BMS3ABIN14	g__DTJG01	s__BMS3ABIN14 sp013151915	s__DTJG01 sp002070645
GCA_013359335.1	GCA_016217735.1	low	d__Bacteria	d__Bacteria	p__CLD3	p__Nitrospinota	g__JABWBZ01	g__JACRGQ01	s__JABWBZ01 sp013359335	s__JACRGQ01 sp016217735
GCA_016880395.1	GCA_002686955.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__Gemmatimonadota_A	g__WS-9	g__GCA-2686955	s__WS-9 sp016880395	s__GCA-2686955 sp002686955
GCA_016281815.1	GCA_003660975.1	low	d__Bacteria	d__Archaea	p__Bacteroidota	p__B1Sed10-29	g__Prevotella	g__B47-G15	s__Prevotella sp016281815	s__B47-G15 sp003660975
GCA_001512435.1	GCA_018644935.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__AABM5-125-24	g__DTU029	g__JABGPL01	s__DTU029 sp001512435	s__JABGPL01 sp018644935
GCA_016931515.1	GCA_016929035.1	low	d__Bacteria	d__Bacteria	p__CSSED10-310	p__JAFGBW01	g__JAFGEQ01	g__JAFGJP01	s__JAFGEQ01 sp016931515	s__JAFGJP01 sp016929035
GCA_902776765.1	GCA_018968815.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Chlamydiota	g__Fibrobacter	g__REEB52	s__Fibrobacter succinogenes_N	s__REEB52 sp018968815
GCF_000147695.2	GCA_002839415.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Patescibacteria	g__Thermoanaerobacter	g__UBA1547	s__Thermoanaerobacter wiegelii	s__UBA1547 sp002839415
GCA_900316465.1	GCA_002422125.1	low	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__UBP17	g__Fibrobacter	g__UBA6191	s__Fibrobacter sp900316465	s__UBA6191 sp002422125
GCA_016839275.1	GCF_000024805.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__Myxococcota	g__MP8T-1	g__Haliangium	s__MP8T-1 sp016839275	s__Haliangium ochraceum
GCA_001790855.1	GCF_008362905.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__Deferribacterota	g__2-02-FULL-38-14-A	g__Deferribacter	s__2-02-FULL-38-14-A sp001790855	s__Deferribacter autotrophicus
GCA_015494645.1	GCF_016907385.1	low	d__Bacteria	d__Bacteria	p__Thermosulfidibacterota	p__Actinobacteriota	g__Thermosulfidibacter	g__Subtercola	s__Thermosulfidibacter sp015494645	s__Subtercola frigoramans
GCA_902812405.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__Eremiobacterota	p__JACPWU01	g__CADDZI01	g__JACPWU01	s__CADDZI01 sp902812405	s__JACPWU01 sp016196885
GCA_016926495.1	GCA_016867335.1	low	d__Bacteria	d__Bacteria	p__JAFGOL01	p__JAAXHH01	g__JAFGOL01	g__VGJU01	s__JAFGOL01 sp016926495	s__VGJU01 sp016867335
GCA_013138965.1	GCA_013044185.1	low	d__Bacteria	d__Bacteria	p__Fermentibacterota	p__Eremiobacterota	g__Aegiribacteria	g__JABEUX01	s__Aegiribacteria sp013138965	s__JABEUX01 sp013044185
GCA_017610225.1	GCA_001303705.1	low	d__Archaea	d__Bacteria	p__Aenigmatarchaeota	p__TA06	g__CG10238-14	g__SM1-40	s__CG10238-14 sp017610225	s__SM1-40 sp001303705
GCA_003557085.1	GCA_016929465.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_H	p__B130-G9	g__PWPR01	g__JAFGIT01	s__PWPR01 sp003557085	s__JAFGIT01 sp016929465
GCF_000009905.1	GCA_005223185.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_E	p__AABM5-125-24	g__Symbiobacterium	g__B3-LCP	s__Symbiobacterium thermophilum	s__B3-LCP sp005223185
GCA_002440765.1	GCA_017539325.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__UBA3054	g__UBA6266	g__UBA3054	s__UBA6266 sp002440765	s__UBA3054 sp017539325
GCA_003554945.1	GCA_003599815.1	low	d__Bacteria	d__Bacteria	p__T1Sed10-126	p__Aureabacteria	g__T1Sed10-126	g__SURF-26	s__T1Sed10-126 sp003554945	s__SURF-26 sp003599815
GCA_001790645.1	GCA_018903055.1	low	d__Bacteria	d__Bacteria	p__Schekmanbacteria	p__UBP18	g__GWA2-38-11	g__DRGV01	s__GWA2-38-11 sp001790645	s__DRGV01 sp018903055
GCA_016783505.1	GCA_016937175.1	low	d__Bacteria	d__Bacteria	p__BS750m-G25	p__Mcinerneyibacteriota	g__BS750m-G25	g__DSCS01	s__BS750m-G25 sp016783505	s__DSCS01 sp016937175
GCA_002050035.1	GCA_003252515.1	low	d__Bacteria	d__Bacteria	p__4484-113	p__Delongbacteria	g__4484-113	g__UBA4055	s__4484-113 sp002050035	s__UBA4055 sp003252515
GCA_002440765.1	GCA_017853715.1	low	d__Bacteria	d__Bacteria	p__UBA6266	p__Verrucomicrobiota	g__UBA6266	g__DSYF01	s__UBA6266 sp002440765	s__DSYF01 sp017853715
GCA_016178055.1	GCA_018812485.1	low	d__Bacteria	d__Bacteria	p__JACPWU01	p__JAHJDO01	g__JACOUC01	g__JAHJDO01	s__JACOUC01 sp016178055	s__JAHJDO01 sp018812485
GCA_018725175.1	GCA_012267415.1	low	d__Bacteria	d__Bacteria	p__HKB111	p__Poribacteria	g__HKB111	g__MSPOR6	s__HKB111 sp018725175	s__MSPOR6 sp012267415
GCA_002428325.1	GCA_012799605.1	low	d__Bacteria	d__Bacteria	p__UBP4	p__DTU030	g__UBA4092	g__DUNI01	s__UBA4092 sp002428325	s__DUNI01 sp012799605
GCA_017995975.1	GCA_004376575.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__TA06	g__JAGOHU01	g__E44-bin18	s__JAGOHU01 sp017995975	s__E44-bin18 sp004376575
GCA_003230535.1	GCA_013151235.1	low	d__Bacteria	d__Bacteria	p__SZUA-182	p__CG2-30-53-67	g__SZUA-191	g__JAADIO01	s__SZUA-191 sp003230535	s__JAADIO01 sp013151235
GCA_003650255.1	GCA_002497345.1	low	d__Bacteria	d__Archaea	p__CG03	p__Thermoproteota	g__B21-G15	g__Thermoproteus	s__B21-G15 sp003650255	s__Thermoproteus sp002497345
GCF_004010955.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__JAFGOL01	g__Actinomyces	g__JAFGOL01	s__Actinomyces wuliandei	s__JAFGOL01 sp016926495
GCA_003168375.1	GCA_012840855.1	low	d__Bacteria	d__Bacteria	p__Eremiobacterota	p__Firmicutes_D	g__Elarobacter	g__JAAZPQ01	s__Elarobacter winogradskyi	s__JAAZPQ01 sp012840855
GCA_003167475.1	GCA_013138965.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Fermentibacterota	g__PALSA-1178	g__Aegiribacteria	s__PALSA-1178 sp003167475	s__Aegiribacteria sp013138965
GCA_013335425.1	GCF_000243455.1	low	d__Bacteria	d__Archaea	p__FCPU426	p__Methanobacteriota_A	g__JAAXVQ01	g__Methanotorris	s__JAAXVQ01 sp013335425	s__Methanotorris formicicus
GCA_016934335.1	GCA_016937175.1	low	d__Bacteria	d__Bacteria	p__OLB16	p__Mcinerneyibacteriota	g__JAFGTC01	g__DSCS01	s__JAFGTC01 sp016934335	s__DSCS01 sp016937175
GCA_018814945.1	GCA_006226755.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Bdellovibrionota	g__JAHIYT01	g__M0603	s__JAHIYT01 sp018814945	s__M0603 sp006226755
GCF_004362045.1	GCA_014360495.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__JACIXR01	g__Halanaerobium	g__JACIXR01	s__Halanaerobium saccharolyticum_C	s__JACIXR01 sp014360495
GCA_014859085.1	GCA_011390455.1	low	d__Bacteria	d__Bacteria	p__WOR-3	p__Deinococcota	g__SM23-42	g__JAABTL01	s__SM23-42 sp014859085	s__JAABTL01 sp011390455
GCA_001871075.1	GCA_001443485.1	low	d__Bacteria	d__Bacteria	p__Desantisbacteria	p__CSP1-3	g__UBA1551	g__CSP1-3	s__UBA1551 sp001871075	s__CSP1-3 sp001443485
GCA_003228585.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__BMS3Abin14	p__J088	g__SZUA-204	g__J088	s__SZUA-204 sp003228585	s__J088 sp003695505
GCA_903920925.1	GCA_018650445.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__Marinisomatota	g__CAIXOA01	g__JABMPR01	s__CAIXOA01 sp903920925	s__JABMPR01 sp018650445
GCA_018240015.1	GCA_013152765.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__KSB1	g__SZAS-15	g__JADDFT01	s__SZAS-15 sp018240015	s__JADDFT01 sp013152765
GCA_014360495.1	GCA_001774505.1	low	d__Bacteria	d__Bacteria	p__JACIXR01	p__RBG-13-66-14	g__JACIXR01	g__RBG-13-66-14	s__JACIXR01 sp014360495	s__RBG-13-66-14 sp001774505
GCA_008534395.1	GCA_011773985.1	low	d__Bacteria	d__Bacteria	p__SZUA-79	p__RBG-13-66-14	g__Acidulodesulfobacterium	g__WVWN01	s__Acidulodesulfobacterium acidiphilum	s__WVWN01 sp011773985
GCA_016783345.1	GCA_003022845.1	low	d__Bacteria	d__Archaea	p__BS750m-G34	p__Halobacteriota	g__BS750m-G34	g__Halovenus	s__BS750m-G34 sp016783345	s__Halovenus sp003022845
GCA_002502135.1	GCA_015490465.1	low	d__Archaea	d__Bacteria	p__Undinarchaeota	p__WOR-3	g__UBA543	g__JAADCS01	s__UBA543 sp002502135	s__JAADCS01 sp015490465
GCA_016929035.1	GCA_018335695.1	low	d__Bacteria	d__Bacteria	p__JAFGBW01	p__Firmicutes_D	g__JAFGJP01	g__GPS1B09	s__JAFGJP01 sp016929035	s__GPS1B09 sp018335695
GCA_001730085.1	GCA_018725175.1	low	d__Bacteria	d__Bacteria	p__GCA-001730085	p__HKB111	g__GCA-001730085	g__HKB111	s__GCA-001730085 sp001730085	s__HKB111 sp018725175
GCA_009783675.1	GCA_016934595.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_H	p__SZUA-182	g__WRDA01	g__JAFGSM01	s__WRDA01 sp009783675	s__JAFGSM01 sp016934595
GCA_002421965.1	GCA_016927185.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__JAFGND01	g__Nanosynbacter	g__JAFGND01	s__Nanosynbacter sp002421965	s__JAFGND01 sp016927185
GCA_014896535.1	GCA_002697705.1	low	d__Bacteria	d__Archaea	p__Firmicutes_E	p__Thermoplasmatota	g__DUSS01	g__MGIIa-L1	s__DUSS01 sp014896535	s__MGIIa-L1 sp002697705
GCF_003057965.1	GCA_016931555.1	low	d__Bacteria	d__Archaea	p__Thermodesulfobiota	p__Iainarchaeota	g__Thermodesulfobium	g__JAFGEM01	s__Thermodesulfobium acidiphilum	s__JAFGEM01 sp016931555
GCA_005889345.1	GCA_013151555.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__NPL-UPA2	g__CF-13	g__JAADIA01	s__CF-13 sp005889345	s__JAADIA01 sp013151555
GCA_012517325.1	GCA_001730085.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__GCA-001730085	g__JAAYVF01	g__GCA-001730085	s__JAAYVF01 sp012517325	s__GCA-001730085 sp001730085
