query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species
GCF_005405445.1	GCF_005405145.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Paucilactobacillus	g__Paucilactobacillus	s__Paucilactobacillus nenjiangensis	s__Paucilactobacillus kaifaensis
GCF_005405445.1	GCF_001436295.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Paucilactobacillus	g__Paucilactobacillus	s__Paucilactobacillus nenjiangensis	s__Paucilactobacillus vaccinostercus
GCA_903874575.1	GCA_013044195.1	mid_high	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Elusimicrobiota	g__GWA2-66-18	g__GWA2-66-18	s__GWA2-66-18 sp903874575	s__GWA2-66-18 sp013044195
GCA_001799675.1	GCA_013044195.1	mid_high	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Elusimicrobiota	g__GWA2-66-18	g__GWA2-66-18	s__GWA2-66-18 sp001799675	s__GWA2-66-18 sp013044195
GCA_016194625.1	GCA_016191335.1	mid_high	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Elusimicrobiota	g__GWA2-66-18	g__GWA2-66-18	s__GWA2-66-18 sp016194625	s__GWA2-66-18 sp016191335
GCA_016191335.1	GCA_016182905.1	mid_high	d__Bacteria	d__Bacteria	p__Elusimicrobiota	p__Elusimicrobiota	g__GWA2-66-18	g__GWA2-66-18	s__GWA2-66-18 sp016191335	s__GWA2-66-18 sp016182905
GCA_009930425.1	GCA_002304945.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA1383	g__UBA1383	s__UBA1383 sp009930425	s__UBA1383 sp002304945
GCA_017882885.1	GCA_009930425.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA1383	g__UBA1383	s__UBA1383 sp017882885	s__UBA1383 sp009930425
GCA_017882885.1	GCA_002304945.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__UBA1383	g__UBA1383	s__UBA1383 sp017882885	s__UBA1383 sp002304945
GCA_004195325.1	GCF_000755705.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Izemoplasma_B	g__Izemoplasma_B	s__Izemoplasma_B sp004195325	s__Izemoplasma_B sp000755705
GCA_016936415.1	GCA_014023125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Izemoplasma_B	g__Izemoplasma_B	s__Izemoplasma_B sp016936415	s__Izemoplasma_B sp014023125
GCA_014023125.1	GCF_000755705.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Izemoplasma_B	g__Izemoplasma_B	s__Izemoplasma_B sp014023125	s__Izemoplasma_B sp000755705
GCA_014023125.1	GCA_000753575.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Izemoplasma_B	g__Izemoplasma_B	s__Izemoplasma_B sp014023125	s__Izemoplasma_B sp000753575
GCA_000753575.1	GCF_000755705.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Izemoplasma_B	g__Izemoplasma_B	s__Izemoplasma_B sp000753575	s__Izemoplasma_B sp000755705
GCF_003590945.1	GCF_003173055.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Zavarzinia	g__Zavarzinia	s__Zavarzinia sp003590945	s__Zavarzinia compransoris
GCA_012512265.1	GCA_012841485.1	mid_high	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__DUUU01	g__DUUU01	s__DUUU01 sp012512265	s__DUUU01 sp012841485
GCA_012799905.1	GCA_002070945.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JAAZKI01	g__JAAZKI01	s__JAAZKI01 sp012799905	s__JAAZKI01 sp002070945
GCA_000802045.1	GCA_000961765.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__BICA1-8	g__BICA1-8	s__BICA1-8 sp000802045	s__BICA1-8 sp000961765
GCA_009691525.1	GCA_016187725.1	mid_high	d__Bacteria	d__Bacteria	p__Latescibacterota	p__Latescibacterota	g__SICG01	g__SICG01	s__SICG01 sp009691525	s__SICG01 sp016187725
GCA_009691525.1	GCA_016867395.1	mid_high	d__Bacteria	d__Bacteria	p__Latescibacterota	p__Latescibacterota	g__SICG01	g__SICG01	s__SICG01 sp009691525	s__SICG01 sp016867395
GCA_016867395.1	GCA_016187725.1	mid_high	d__Bacteria	d__Bacteria	p__Latescibacterota	p__Latescibacterota	g__SICG01	g__SICG01	s__SICG01 sp016867395	s__SICG01 sp016187725
GCA_017853515.1	GCA_014879535.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACTMZ01	g__JACTMZ01	s__JACTMZ01 sp017853515	s__JACTMZ01 sp014879535
GCA_903953565.1	GCA_014584375.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACTMZ01	g__JACTMZ01	s__JACTMZ01 sp903953565	s__JACTMZ01 sp014584375
GCA_018402585.1	GCA_018883245.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACTMZ01	g__JACTMZ01	s__JACTMZ01 sp018402585	s__JACTMZ01 sp018883245
GCA_014879535.1	GCA_018402585.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACTMZ01	g__JACTMZ01	s__JACTMZ01 sp014879535	s__JACTMZ01 sp018402585
GCA_903953565.1	GCA_017853515.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACTMZ01	g__JACTMZ01	s__JACTMZ01 sp903953565	s__JACTMZ01 sp017853515
GCA_902551155.1	GCA_002719595.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA1100	g__UBA1100	s__UBA1100 sp902551155	s__UBA1100 sp002719595
GCA_002719595.1	GCA_002718935.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA1100	g__UBA1100	s__UBA1100 sp002719595	s__UBA1100 sp002718935
GCA_011523245.1	GCA_902551155.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA1100	g__UBA1100	s__UBA1100 sp011523245	s__UBA1100 sp902551155
GCA_902551155.1	GCA_002718935.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA1100	g__UBA1100	s__UBA1100 sp902551155	s__UBA1100 sp002718935
GCA_003517285.1	GCA_002719595.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA1100	g__UBA1100	s__UBA1100 sp003517285	s__UBA1100 sp002719595
GCF_006151685.1	GCF_900105535.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Pseudarthrobacter	g__Pseudarthrobacter	s__Pseudarthrobacter sp006151685	s__Pseudarthrobacter equi
GCF_001428075.1	GCF_005796185.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Pseudarthrobacter	g__Pseudarthrobacter	s__Pseudarthrobacter sp001428075	s__Pseudarthrobacter sp005796185
GCF_005796225.1	GCF_000962805.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Pseudarthrobacter	g__Pseudarthrobacter	s__Pseudarthrobacter sp005796225	s__Pseudarthrobacter chlorophenolicus_A
GCF_902506025.1	GCF_014639275.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Pseudarthrobacter	g__Pseudarthrobacter	s__Pseudarthrobacter sp902506025	s__Pseudarthrobacter liuii
GCF_000189535.1	GCF_018613805.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Pseudarthrobacter	g__Pseudarthrobacter	s__Pseudarthrobacter phenanthrenivorans	s__Pseudarthrobacter sp018613805
GCA_900321665.1	GCA_902794945.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG714	g__RUG714	s__RUG714 sp900321665	s__RUG714 sp902794945
GCA_017512465.1	GCA_017432485.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG714	g__RUG714	s__RUG714 sp017512465	s__RUG714 sp017432485
GCA_017512465.1	GCA_902794945.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG714	g__RUG714	s__RUG714 sp017512465	s__RUG714 sp902794945
GCA_902794945.1	GCA_017430965.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG714	g__RUG714	s__RUG714 sp902794945	s__RUG714 sp017430965
GCA_015066575.1	GCA_017432485.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__RUG714	g__RUG714	s__RUG714 sp015066575	s__RUG714 sp017432485
GCA_019116505.1	GCF_001885765.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_I	g__Enterococcus_I	s__Enterococcus_I avicola	s__Enterococcus_I aquimarinus
GCF_014635985.1	GCF_016909125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_I	g__Enterococcus_I	s__Enterococcus_I alcedinis	s__Enterococcus_I lemanii
GCF_001885765.1	GCF_016909125.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_I	g__Enterococcus_I	s__Enterococcus_I aquimarinus	s__Enterococcus_I lemanii
GCA_009937085.1	GCA_002313325.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA7446	g__UBA7446	s__UBA7446 sp009937085	s__UBA7446 sp002313325
GCA_002313325.1	GCA_002862645.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA7446	g__UBA7446	s__UBA7446 sp002313325	s__UBA7446 sp002862645
GCA_009886265.1	GCA_002698745.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA7446	g__UBA7446	s__UBA7446 sp009886265	s__UBA7446 sp002698745
GCA_017856205.1	GCA_002698745.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA7446	g__UBA7446	s__UBA7446 sp017856205	s__UBA7446 sp002698745
GCA_009886265.1	GCA_002478685.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA7446	g__UBA7446	s__UBA7446 sp009886265	s__UBA7446 sp002478685
GCA_001899805.1	GCA_018241365.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__66-474	g__66-474	s__66-474 sp001899805	s__66-474 sp018241365
GCA_018971925.1	GCA_004299705.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__66-474	g__66-474	s__66-474 sp018971925	s__66-474 sp004299705
GCA_018241145.1	GCA_001899805.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__66-474	g__66-474	s__66-474 sp018241145	s__66-474 sp001899805
GCA_009782555.1	GCA_009782495.1	mid_high	d__Bacteria	d__Bacteria	p__Spirochaetota	p__Spirochaetota	g__WRIV01	g__WRIV01	s__WRIV01 sp009782555	s__WRIV01 sp009782495
GCA_009782955.1	GCA_009782555.1	mid_high	d__Bacteria	d__Bacteria	p__Spirochaetota	p__Spirochaetota	g__WRIV01	g__WRIV01	s__WRIV01 sp009782955	s__WRIV01 sp009782555
GCA_009782495.1	GCA_009782955.1	mid_high	d__Bacteria	d__Bacteria	p__Spirochaetota	p__Spirochaetota	g__WRIV01	g__WRIV01	s__WRIV01 sp009782495	s__WRIV01 sp009782955
GCA_001564115.1	GCA_003552885.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Tc-Br11-E2g8	g__Tc-Br11-E2g8	s__Tc-Br11-E2g8 sp001564115	s__Tc-Br11-E2g8 sp003552885
GCA_002841025.1	GCA_002790195.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UM-FILTER-40-17	g__UM-FILTER-40-17	s__UM-FILTER-40-17 sp002841025	s__UM-FILTER-40-17 sp002790195
GCA_002841025.1	GCA_018829465.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UM-FILTER-40-17	g__UM-FILTER-40-17	s__UM-FILTER-40-17 sp002841025	s__UM-FILTER-40-17 sp018829465
GCA_018675575.1	GCA_006226755.1	mid_high	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Bdellovibrionota	g__M0603	g__M0603	s__M0603 sp018675575	s__M0603 sp006226755
GCA_009379865.1	GCA_013114705.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__Nitrosocosmicus	g__Nitrosocosmicus	s__Nitrosocosmicus sp009379865	s__Nitrosocosmicus sp013114705
GCA_013114705.1	GCF_007826885.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__Nitrosocosmicus	g__Nitrosocosmicus	s__Nitrosocosmicus sp013114705	s__Nitrosocosmicus arcticus
GCF_001870125.1	GCA_013114705.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__Nitrosocosmicus	g__Nitrosocosmicus	s__Nitrosocosmicus hydrocola	s__Nitrosocosmicus sp013114705
GCA_013114705.1	GCA_016782315.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__Nitrosocosmicus	g__Nitrosocosmicus	s__Nitrosocosmicus sp013114705	s__Nitrosocosmicus sp016782315
GCA_013114705.1	GCF_000802205.1	mid_high	d__Archaea	d__Archaea	p__Thermoproteota	p__Thermoproteota	g__Nitrosocosmicus	g__Nitrosocosmicus	s__Nitrosocosmicus sp013114705	s__Nitrosocosmicus oleophilus
GCF_018531465.1	GCF_014646695.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium sp018531465	s__Sphaerisporangium melleum
GCF_016863395.1	GCF_014200435.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium rufum	s__Sphaerisporangium krabiense
GCF_014646695.1	GCF_014200435.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium melleum	s__Sphaerisporangium krabiense
GCF_014205275.1	GCF_014207705.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium siamense	s__Sphaerisporangium rubeum
GCF_014207705.1	GCF_016863395.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Sphaerisporangium	g__Sphaerisporangium	s__Sphaerisporangium rubeum	s__Sphaerisporangium rufum
GCA_003154025.1	GCA_013388675.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__SM23-61	g__SM23-61	s__SM23-61 sp003154025	s__SM23-61 sp013388675
GCA_001304105.1	GCA_013388675.1	mid_high	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__SM23-61	g__SM23-61	s__SM23-61 sp001304105	s__SM23-61 sp013388675
GCA_003483745.1	GCA_014804775.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__Roseburia	s__Roseburia sp003483745	s__Roseburia sp014804775
GCA_900548205.1	GCA_017626625.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__Roseburia	s__Roseburia sp900548205	s__Roseburia sp017626625
GCA_900550935.1	GCA_905206195.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__Roseburia	s__Roseburia sp900550935	s__Roseburia sp905206195
GCA_900550935.1	GCA_900548205.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__Roseburia	s__Roseburia sp900550935	s__Roseburia sp900548205
GCA_910587865.1	GCA_900550935.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Roseburia	g__Roseburia	s__Roseburia sp910587865	s__Roseburia sp900550935
GCF_900112595.1	GCF_014202225.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Algibacter_B	g__Algibacter_B	s__Algibacter_B pectinivorans	s__Algibacter_B amylolyticus
GCA_905480415.1	GCF_900112595.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Algibacter_B	g__Algibacter_B	s__Algibacter_B sp905480415	s__Algibacter_B pectinivorans
GCA_002421825.1	GCA_008923285.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA6918	g__UBA6918	s__UBA6918 sp002421825	s__UBA6918 sp008923285
GCA_002327405.1	GCA_002421825.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA6918	g__UBA6918	s__UBA6918 sp002327405	s__UBA6918 sp002421825
GCA_002327405.1	GCA_008923285.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA6918	g__UBA6918	s__UBA6918 sp002327405	s__UBA6918 sp008923285
GCA_002421825.1	GCA_002450925.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA6918	g__UBA6918	s__UBA6918 sp002421825	s__UBA6918 sp002450925
GCA_002440765.1	GCA_016933315.1	mid_high	d__Bacteria	d__Bacteria	p__UBA6266	p__UBA6266	g__UBA6266	g__UBA6266	s__UBA6266 sp002440765	s__UBA6266 sp016933315
GCA_001897825.1	GCF_000020565.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Amoebophilus	g__Amoebophilus	s__Amoebophilus sp001897825	s__Amoebophilus asiaticus
GCA_900759475.1	GCA_017524665.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1754	g__UMGS1754	s__UMGS1754 sp900759475	s__UMGS1754 sp017524665
GCA_017524665.1	GCA_900554815.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UMGS1754	g__UMGS1754	s__UMGS1754 sp017524665	s__UMGS1754 sp900554815
GCF_018619475.1	GCA_003153975.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rhodomicrobium	g__Rhodomicrobium	s__Rhodomicrobium sp018619475	s__Rhodomicrobium sp003153975
GCF_000166055.1	GCF_018619475.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rhodomicrobium	g__Rhodomicrobium	s__Rhodomicrobium vannielii	s__Rhodomicrobium sp018619475
GCF_003992725.1	GCF_000636015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rhodomicrobium	g__Rhodomicrobium	s__Rhodomicrobium lacus	s__Rhodomicrobium udaipurense
GCF_000636015.1	GCF_018619475.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Rhodomicrobium	g__Rhodomicrobium	s__Rhodomicrobium udaipurense	s__Rhodomicrobium sp018619475
GCA_018062505.1	GCA_017992485.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JAGOSA01	g__JAGOSA01	s__JAGOSA01 sp018062505	s__JAGOSA01 sp017992485
GCA_017464225.1	GCA_017544935.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SFMI01	g__SFMI01	s__SFMI01 sp017464225	s__SFMI01 sp017544935
GCA_017464225.1	GCA_017549335.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SFMI01	g__SFMI01	s__SFMI01 sp017464225	s__SFMI01 sp017549335
GCA_017550305.1	GCA_017532155.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SFMI01	g__SFMI01	s__SFMI01 sp017550305	s__SFMI01 sp017532155
GCA_902787835.1	GCA_902761825.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SFMI01	g__SFMI01	s__SFMI01 sp902787835	s__SFMI01 sp902761825
GCA_017544935.1	GCA_017532155.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__SFMI01	g__SFMI01	s__SFMI01 sp017544935	s__SFMI01 sp017532155
GCA_002727275.1	GCA_004195715.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Thalassarchaeum	g__Thalassarchaeum	s__Thalassarchaeum sp002727275	s__Thalassarchaeum sp004195715
GCA_002507125.1	GCA_002501885.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Thalassarchaeum	g__Thalassarchaeum	s__Thalassarchaeum sp002507125	s__Thalassarchaeum sp002501885
GCA_002507125.1	GCA_002505325.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Thalassarchaeum	g__Thalassarchaeum	s__Thalassarchaeum sp002507125	s__Thalassarchaeum sp002505325
GCA_002714745.1	GCA_002698225.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Thalassarchaeum	g__Thalassarchaeum	s__Thalassarchaeum sp002714745	s__Thalassarchaeum sp002698225
GCA_002501885.1	GCA_002457605.1	mid_high	d__Archaea	d__Archaea	p__Thermoplasmatota	p__Thermoplasmatota	g__Thalassarchaeum	g__Thalassarchaeum	s__Thalassarchaeum sp002501885	s__Thalassarchaeum sp002457605
GCA_003485905.1	GCA_018660405.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA10349	g__UBA10349	s__UBA10349 sp003485905	s__UBA10349 sp018660405
GCF_900106955.1	GCF_008079445.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Aidingimonas	g__Aidingimonas	s__Aidingimonas halophila	s__Aidingimonas lacisalsi
GCA_017694875.1	GCA_017647145.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Gallipaludibacter	g__Gallipaludibacter	s__Gallipaludibacter merdavium	s__Gallipaludibacter sp017647145
GCA_007134175.1	GCA_003562335.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__SLLF01	g__SLLF01	s__SLLF01 sp007134175	s__SLLF01 sp003562335
GCA_002685115.1	GCA_002453265.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA6772	g__UBA6772	s__UBA6772 sp002685115	s__UBA6772 sp002453265
GCA_002453265.1	GCA_905182215.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA6772	g__UBA6772	s__UBA6772 sp002453265	s__UBA6772 sp905182215
GCA_018711785.1	GCA_018715695.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Galloscillospira_A	g__Galloscillospira_A	s__Galloscillospira_A excrementavium	s__Galloscillospira_A stercoripullorum
GCA_001871495.1	GCA_013425325.1	mid_high	d__Archaea	d__Archaea	p__Micrarchaeota	p__Micrarchaeota	g__UBA8480	g__UBA8480	s__UBA8480 sp001871495	s__UBA8480 sp013425325
GCA_018894655.1	GCA_018896525.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JAHIPE01	g__JAHIPE01	s__JAHIPE01 sp018894655	s__JAHIPE01 sp018896525
GCF_000341545.2	GCA_011052055.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__Nitrospina	g__DRJW01	s__Nitrospina gracilis	s__DRJW01 sp011052055
GCA_016212345.1	GCA_016208975.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__SZUA-224	g__JACQXA01	s__SZUA-224 sp016212345	s__JACQXA01 sp016208975
GCA_016200345.1	GCA_016207035.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__JACQEX01	g__JACQQJ01	s__JACQEX01 sp016200345	s__JACQQJ01 sp016207035
GCA_011052055.1	GCA_015229165.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__DRJW01	g__JADGCD01	s__DRJW01 sp011052055	s__JADGCD01 sp015229165
GCA_001804915.1	GCA_003229345.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__PLOWO2-12-39-15	g__SZUA-226	s__PLOWO2-12-39-15 sp001804915	s__SZUA-226 sp003229345
GCF_000284315.1	GCF_000299235.1	mid	d__Bacteria	d__Bacteria	p__Nitrospirota_A	p__Nitrospirota_A	g__Leptospirillum	g__Leptospirillum_A	s__Leptospirillum ferrooxidans	s__Leptospirillum_A rubarum
GCA_002387725.1	GCF_000284315.1	mid	d__Bacteria	d__Bacteria	p__Nitrospirota_A	p__Nitrospirota_A	g__UBA4572	g__Leptospirillum	s__UBA4572 sp002387725	s__Leptospirillum ferrooxidans
GCA_002869185.1	GCA_910586745.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Denitrovibrio	g__Mucispirillum	s__Denitrovibrio sp002869185	s__Mucispirillum sp910586745
GCA_001603805.1	GCF_000218625.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Geovibrio	g__Flexistipes	s__Geovibrio sp001603805	s__Flexistipes sinusarabici
GCF_004087915.1	GCA_019116905.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Geovibrio	g__Mucispirillum	s__Geovibrio thiophilus	s__Mucispirillum faecigallinarum
GCA_002338145.1	GCF_000010985.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Flexistipes	g__Deferribacter	s__Flexistipes sp002338145	s__Deferribacter desulfuricans
GCA_002452335.1	GCF_000025725.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Seleniivibrio	g__Denitrovibrio	s__Seleniivibrio sp002452335	s__Denitrovibrio acetiphilus
GCA_017992075.1	GCA_018266175.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JACPFN01	g__JAFEAY01	s__JACPFN01 sp017992075	s__JAFEAY01 sp018266175
GCA_013286935.1	GCA_018817025.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JABDES01	g__JAHIUU01	s__JABDES01 sp013286935	s__JAHIUU01 sp018817025
