pairid	q_acc	r_acc	stratum	genus	species
GCA_002365785.1__GCA_903852865.1	GCA_002365785.1	GCA_903852865.1	95-97	g__UBA3006	
GCA_002430235.1__GCA_009703155.1	GCA_002430235.1	GCA_009703155.1	95-97	g__UBA3006	
GCA_002430235.1__GCA_009699485.1	GCA_002430235.1	GCA_009699485.1	95-97	g__UBA3006	
GCA_003508015.1__GCA_903833365.1	GCA_003508015.1	GCA_903833365.1	95-97	g__UBA5018	
GCA_003508015.1__GCA_903896845.1	GCA_003508015.1	GCA_903896845.1	95-97	g__UBA5018	
GCA_903833365.1__GCA_903896845.1	GCA_903833365.1	GCA_903896845.1	95-97	g__UBA5018	
GCF_000364285.1__GCF_900198355.1	GCF_000364285.1	GCF_900198355.1	95-97	g__Helicobacter_A	
GCF_000765845.2__GCF_000765865.2	GCF_000765845.2	GCF_000765865.2	95-97	g__Helicobacter_A	
GCF_000765845.2__GCF_000765885.2	GCF_000765845.2	GCF_000765885.2	95-97	g__Helicobacter_A	
GCA_903833645.1__GCA_903891385.1	GCA_903833645.1	GCA_903891385.1	95-97	g__CAIXZV01	
GCA_903928775.1__GCA_903929625.1	GCA_903928775.1	GCA_903929625.1	95-97	g__CAIXZV01	
GCA_903833645.1__GCA_903931025.1	GCA_903833645.1	GCA_903931025.1	95-97	g__CAIXZV01	
GCA_900102445.1__GCF_007678025.1	GCA_900102445.1	GCF_007678025.1	95-97	g__Cellulosimicrobium	
GCF_001647255.1__GCF_009711085.1	GCF_001647255.1	GCF_009711085.1	95-97	g__Cellulosimicrobium	
GCF_009711085.1__GCF_900155925.1	GCF_009711085.1	GCF_900155925.1	95-97	g__Cellulosimicrobium	
GCF_000429205.1__GCF_002860685.1	GCF_000429205.1	GCF_002860685.1	95-97	g__Actinotignum	
GCF_002860725.1__GCF_002872015.1	GCF_002860725.1	GCF_002872015.1	95-97	g__Actinotignum	
GCF_000429205.1__GCF_002872015.1	GCF_000429205.1	GCF_002872015.1	95-97	g__Actinotignum	
GCF_006788875.1__GCF_011751785.1	GCF_006788875.1	GCF_011751785.1	95-97	g__Microbacterium_A	
GCF_006788875.1__GCF_011751795.1	GCF_006788875.1	GCF_011751795.1	95-97	g__Microbacterium_A	
GCF_011751785.1__GCF_011751795.1	GCF_011751785.1	GCF_011751795.1	95-97	g__Microbacterium_A	
GCA_003165435.1__GCA_903864205.1	GCA_003165435.1	GCA_903864205.1	95-97	g__Bog-950	
GCA_903904085.1__GCA_903908215.1	GCA_903904085.1	GCA_903908215.1	95-97	g__Bog-950	
GCA_003165435.1__GCA_903904085.1	GCA_003165435.1	GCA_903904085.1	95-97	g__Bog-950	
GCA_900548055.1__GCA_905201755.1	GCA_900548055.1	GCA_905201755.1	95-97	g__CAG-303	
GCA_905201755.1__GCA_905209385.1	GCA_905201755.1	GCA_905209385.1	95-97	g__CAG-303	
GCA_900548055.1__GCA_905209385.1	GCA_900548055.1	GCA_905209385.1	95-97	g__CAG-303	
GCA_012512315.1__GCF_004363035.1	GCA_012512315.1	GCF_004363035.1	95-97	g__Thiopseudomonas	
GCA_900548945.1__GCA_902364925.1	GCA_900548945.1	GCA_902364925.1	95-97	g__Absicoccus	
GCA_902364925.1__GCA_905207285.1	GCA_902364925.1	GCA_905207285.1	95-97	g__Absicoccus	
GCA_002396425.1__GCA_902364925.1	GCA_002396425.1	GCA_902364925.1	95-97	g__Absicoccus	
GCF_000213215.1__GCF_009428885.1	GCF_000213215.1	GCF_009428885.1	95-97	g__Acidianus	
GCF_000213215.1__GCF_013133895.1	GCF_000213215.1	GCF_013133895.1	95-97	g__Acidianus	
GCF_009428885.1__GCF_013133895.1	GCF_009428885.1	GCF_013133895.1	95-97	g__Acidianus	
GCF_005863295.1__GCF_015477655.1	GCF_005863295.1	GCF_015477655.1	95-97	g__Nocardia	
GCA_001613025.1__GCF_003350525.1	GCA_001613025.1	GCF_003350525.1	95-97	g__Nocardia	
GCF_001613485.1__GCF_015478225.1	GCF_001613485.1	GCF_015478225.1	95-97	g__Nocardia	
GCA_903846985.1__GCA_903910425.1	GCA_903846985.1	GCA_903910425.1	95-97	g__BOG-234	
GCA_903862185.1__GCA_903923365.1	GCA_903862185.1	GCA_903923365.1	95-97	g__BOG-234	
GCA_903846985.1__GCA_903920995.1	GCA_903846985.1	GCA_903920995.1	95-97	g__BOG-234	
GCA_003142715.1__GCA_003153795.1	GCA_003142715.1	GCA_003153795.1	95-97	g__Fen-1298	
GCA_003142715.1__GCA_003171115.1	GCA_003142715.1	GCA_003171115.1	95-97	g__Fen-1298	
GCA_003153795.1__GCA_003157475.1	GCA_003153795.1	GCA_003157475.1	95-97	g__Fen-1298	
GCA_019237995.1__GCA_019241745.1	GCA_019237995.1	GCA_019241745.1	95-97	g__CF-72	
GCA_002404935.1__GCA_017533625.1	GCA_002404935.1	GCA_017533625.1	95-97	g__UBA4636	
GCA_002404935.1__GCA_905210305.1	GCA_002404935.1	GCA_905210305.1	95-97	g__UBA4636	
GCA_017533625.1__GCA_902766235.1	GCA_017533625.1	GCA_902766235.1	95-97	g__UBA4636	
GCF_009744295.1__GCF_010450895.1	GCF_009744295.1	GCF_010450895.1	95-97	g__Allorhizobium	
GCA_900467235.1__GCA_900467335.1	GCA_900467235.1	GCA_900467335.1	95-97	g__Allorhizobium	
GCA_018900155.1__GCA_900471395.1	GCA_018900155.1	GCA_900471395.1	95-97	g__Allorhizobium	
GCA_016296895.1__GCA_900551315.1	GCA_016296895.1	GCA_900551315.1	95-97	g__CAG-762	
GCA_016296895.1__GCA_905194575.1	GCA_016296895.1	GCA_905194575.1	95-97	g__CAG-762	
GCA_900551315.1__GCA_905194575.1	GCA_900551315.1	GCA_905194575.1	95-97	g__CAG-762	
GCA_905200605.1__GCF_007833235.1	GCA_905200605.1	GCF_007833235.1	95-97	g__Oxalobacter	
GCA_905200605.1__GCF_902387875.1	GCA_905200605.1	GCF_902387875.1	95-97	g__Oxalobacter	
GCF_007833235.1__GCF_902387875.1	GCF_007833235.1	GCF_902387875.1	95-97	g__Oxalobacter	
GCF_000294595.1__GCF_002927255.1	GCF_000294595.1	GCF_002927255.1	95-97	g__Arthrobacter_D	
GCF_000468215.1__GCF_013116715.1	GCF_000468215.1	GCF_013116715.1	95-97	g__Arthrobacter_D	
GCF_002157565.1__GCF_014856945.1	GCF_002157565.1	GCF_014856945.1	95-97	g__Arthrobacter_D	
GCA_014697985.1__GCF_004146205.1	GCA_014697985.1	GCF_004146205.1	95-97	g__Yimella	
GCF_011440275.1__GCF_014530045.1	GCF_011440275.1	GCF_014530045.1	95-97	g__Yimella	
GCF_004146205.1__GCF_014530045.1	GCF_004146205.1	GCF_014530045.1	95-97	g__Yimella	
GCA_903941165.1__GCF_000747175.1	GCA_903941165.1	GCF_000747175.1	95-97	g__Arenimonas	
GCA_001830235.1__GCA_903941165.1	GCA_001830235.1	GCA_903941165.1	95-97	g__Arenimonas	
GCA_001830235.1__GCA_903932815.1	GCA_001830235.1	GCA_903932815.1	95-97	g__Arenimonas	
GCA_000494305.1__GCA_002433225.1	GCA_000494305.1	GCA_002433225.1	95-97	g__Marinisoma	
GCA_011523025.1__GCA_018655745.1	GCA_011523025.1	GCA_018655745.1	95-97	g__Marinisoma	
GCA_002448845.1__GCA_902583085.1	GCA_002448845.1	GCA_902583085.1	95-97	g__Marinisoma	
GCA_017554085.1__GCA_018110965.1	GCA_017554085.1	GCA_018110965.1	95-97	g__RUG11783	
GCA_017389105.1__GCA_018110965.1	GCA_017389105.1	GCA_018110965.1	95-97	g__RUG11783	
GCA_017384905.1__GCA_018110965.1	GCA_017384905.1	GCA_018110965.1	95-97	g__RUG11783	
GCA_002472155.1__GCA_902790945.1	GCA_002472155.1	GCA_902790945.1	95-97	g__Selenomonas_C	
GCA_004559305.1__GCA_902776045.1	GCA_004559305.1	GCA_902776045.1	95-97	g__Selenomonas_C	
GCA_902781695.1__GCA_902794995.1	GCA_902781695.1	GCA_902794995.1	95-97	g__Selenomonas_C	
GCA_003554705.1__GCA_003561075.1	GCA_003554705.1	GCA_003561075.1	95-97	g__SLCH01	
GCA_003554705.1__GCA_003561905.1	GCA_003554705.1	GCA_003561905.1	95-97	g__SLCH01	
GCA_003561075.1__GCA_003561905.1	GCA_003561075.1	GCA_003561905.1	95-97	g__SLCH01	
GCF_003634035.1__GCF_018682335.1	GCF_003634035.1	GCF_018682335.1	95-97	g__Leucobacter	
GCF_001273855.1__GCF_016758215.1	GCF_001273855.1	GCF_016758215.1	95-97	g__Leucobacter	
GCF_003634035.1__GCF_018682345.1	GCF_003634035.1	GCF_018682345.1	95-97	g__Leucobacter	
GCA_001628035.1__GCA_001628185.1	GCA_001628035.1	GCA_001628185.1	95-97	g__AEGEAN-183	
GCA_001628035.1__GCA_012960705.1	GCA_001628035.1	GCA_012960705.1	95-97	g__AEGEAN-183	
GCA_001628185.1__GCA_012960705.1	GCA_001628185.1	GCA_012960705.1	95-97	g__AEGEAN-183	
GCA_017386845.1__GCA_017937985.1	GCA_017386845.1	GCA_017937985.1	95-97	g__CAG-448	
GCA_017937985.1__GCA_900545385.1	GCA_017937985.1	GCA_900545385.1	95-97	g__CAG-448	
GCA_015657215.1__GCA_900545385.1	GCA_015657215.1	GCA_900545385.1	95-97	g__CAG-448	
GCA_003058535.1__GCA_003094495.1	GCA_003058535.1	GCA_003094495.1	95-97	g__Thiodiazotropha	
GCA_003058535.1__GCA_018619795.1	GCA_003058535.1	GCA_018619795.1	95-97	g__Thiodiazotropha	
GCA_003094515.1__GCA_016843245.1	GCA_003094515.1	GCA_016843245.1	95-97	g__Thiodiazotropha	
GCF_001864935.1__GCF_001864985.1	GCF_001864935.1	GCF_001864985.1	95-97	g__Curtobacterium	
GCF_017700755.1__GCF_017833975.1	GCF_017700755.1	GCF_017833975.1	95-97	g__Curtobacterium	
GCF_000834535.1__GCF_018598295.1	GCF_000834535.1	GCF_018598295.1	95-97	g__Curtobacterium	
GCA_016710795.1__GCA_016791405.1	GCA_016710795.1	GCA_016791405.1	95-97	g__Terricaulis	
GCA_016710795.1__GCA_016860885.1	GCA_016710795.1	GCA_016860885.1	95-97	g__Terricaulis	
GCA_016791405.1__GCA_016860885.1	GCA_016791405.1	GCA_016860885.1	95-97	g__Terricaulis	
GCF_000376125.1__GCF_013459415.1	GCF_000376125.1	GCF_013459415.1	95-97	g__Martelella	
GCF_000496305.1__GCF_016598595.1	GCF_000496305.1	GCF_016598595.1	95-97	g__Martelella	
GCF_000496305.1__GCF_013459415.1	GCF_000496305.1	GCF_013459415.1	95-97	g__Martelella	
GCF_004353485.1__GCF_014653255.1	GCF_004353485.1	GCF_014653255.1	95-97	g__Deinococcus	
GCF_014647275.1__GCF_014653255.1	GCF_014647275.1	GCF_014653255.1	95-97	g__Deinococcus	
GCF_000708185.1__GCF_014875755.1	GCF_000708185.1	GCF_014875755.1	95-97	g__Deinococcus	
GCA_017511185.1__GCA_017533965.1	GCA_017511185.1	GCA_017533965.1	95-97	g__RGIG5612	
GCA_017511185.1__GCA_017544305.1	GCA_017511185.1	GCA_017544305.1	95-97	g__RGIG5612	
GCA_017533965.1__GCA_017544305.1	GCA_017533965.1	GCA_017544305.1	95-97	g__RGIG5612	
GCA_003157415.1__GCA_003170895.1	GCA_003157415.1	GCA_003170895.1	95-97	g__Bog-752	
GCA_000996945.1__GCA_003521685.1	GCA_000996945.1	GCA_003521685.1	95-97	g__UBA10122	
GCA_001817195.1__GCA_001817235.1	GCA_001817195.1	GCA_001817235.1	95-97	g__UBA10122	
GCA_000996945.1__GCA_001817195.1	GCA_000996945.1	GCA_001817195.1	95-97	g__UBA10122	
GCA_017991235.1__GCA_018062915.1	GCA_017991235.1	GCA_018062915.1	95-97	g__UBA2376	
GCA_014584455.1__GCA_017991235.1	GCA_014584455.1	GCA_017991235.1	95-97	g__UBA2376	
GCA_015075455.1__GCA_017991235.1	GCA_015075455.1	GCA_017991235.1	95-97	g__UBA2376	
GCA_000991855.1__GCA_001784965.1	GCA_000991855.1	GCA_001784965.1	95-97	g__UBA2206	
GCA_000990805.1__GCA_001784965.1	GCA_000990805.1	GCA_001784965.1	95-97	g__UBA2206	
GCA_000991855.1__GCA_000991935.1	GCA_000991855.1	GCA_000991935.1	95-97	g__UBA2206	
GCA_018609085.1__GCA_905181845.1	GCA_018609085.1	GCA_905181845.1	95-97	g__UBA4465	
GCA_018609085.1__GCA_905478435.1	GCA_018609085.1	GCA_905478435.1	95-97	g__UBA4465	
GCA_905181845.1__GCA_905478435.1	GCA_905181845.1	GCA_905478435.1	95-97	g__UBA4465	
GCA_001805395.1__GCA_003529035.1	GCA_001805395.1	GCA_003529035.1	95-97	g__UBA10015	
GCA_001805395.1__GCA_016201705.1	GCA_001805395.1	GCA_016201705.1	95-97	g__UBA10015	
GCA_003529035.1__GCA_016201705.1	GCA_003529035.1	GCA_016201705.1	95-97	g__UBA10015	
GCA_002298105.1__GCA_903871215.1	GCA_002298105.1	GCA_903871215.1	95-97	g__UBA693	
GCA_002298105.1__GCA_903919565.1	GCA_002298105.1	GCA_903919565.1	95-97	g__UBA693	
GCA_903871215.1__GCA_903919565.1	GCA_903871215.1	GCA_903919565.1	95-97	g__UBA693	
GCA_003552205.1__GCA_003554165.1	GCA_003552205.1	GCA_003554165.1	95-97	g__PYGY01	
GCA_003552205.1__GCA_007120975.1	GCA_003552205.1	GCA_007120975.1	95-97	g__PYGY01	
GCA_003554165.1__GCA_007120975.1	GCA_003554165.1	GCA_007120975.1	95-97	g__PYGY01	
GCF_001652445.1__GCF_012932945.1	GCF_001652445.1	GCF_012932945.1	95-97	g__Thalassotalea_A	
GCF_000940515.1__GCF_900110905.1	GCF_000940515.1	GCF_900110905.1	95-97	g__Basfia	
GCF_900110905.1__GCF_900454515.1	GCF_900110905.1	GCF_900454515.1	95-97	g__Basfia	
GCF_900101275.1__GCF_900110905.1	GCF_900101275.1	GCF_900110905.1	95-97	g__Basfia	
GCA_017988525.1__GCA_018059655.1	GCA_017988525.1	GCA_018059655.1	95-97	g__Bact-08	
GCA_018056875.1__GCA_018434395.1	GCA_018056875.1	GCA_018434395.1	95-97	g__Bact-08	
GCA_018056875.1__GCA_018059655.1	GCA_018056875.1	GCA_018059655.1	95-97	g__Bact-08	
GCA_010021865.1__GCA_016462855.1	GCA_010021865.1	GCA_016462855.1	95-97	g__Synechococcus_D	
GCA_010029765.1__GCA_016462855.1	GCA_010029765.1	GCA_016462855.1	95-97	g__Synechococcus_D	
GCA_016462855.1__GCA_903954105.1	GCA_016462855.1	GCA_903954105.1	95-97	g__Synechococcus_D	
GCA_002420045.1__GCA_902500795.1	GCA_002420045.1	GCA_902500795.1	95-97	g__Nitrospira_F	
GCA_002083355.1__GCA_015904025.1	GCA_002083355.1	GCA_015904025.1	95-97	g__Nitrospira_F	
GCA_002483475.1__GCA_009594835.1	GCA_002483475.1	GCA_009594835.1	95-97	g__Nitrospira_F	
GCA_904380175.1__GCA_904384285.1	GCA_904380175.1	GCA_904384285.1	95-97	g__Onthousia	
GCA_904390505.1__GCA_904394675.1	GCA_904390505.1	GCA_904394675.1	95-97	g__Onthousia	
GCA_004555315.1__GCA_904380175.1	GCA_004555315.1	GCA_904380175.1	95-97	g__Onthousia	
GCF_001310395.1__GCF_007990305.1	GCF_001310395.1	GCF_007990305.1	95-97	g__Halolactibacillus	
GCF_007990305.1__GCF_014645215.1	GCF_007990305.1	GCF_014645215.1	95-97	g__Halolactibacillus	
GCF_007991355.1__GCF_014645215.1	GCF_007991355.1	GCF_014645215.1	95-97	g__Halolactibacillus	
GCF_002871755.1__GCF_014235805.1	GCF_002871755.1	GCF_014235805.1	95-97	g__Corynebacterium	
GCF_007666555.1__GCF_900187215.1	GCF_007666555.1	GCF_900187215.1	95-97	g__Corynebacterium	
GCF_003113375.1__GCF_016728365.1	GCF_003113375.1	GCF_016728365.1	95-97	g__Corynebacterium	
GCA_017408125.1__GCA_017532545.1	GCA_017408125.1	GCA_017532545.1	95-97	g__RUG11797	
GCA_017408125.1__GCA_902767265.1	GCA_017408125.1	GCA_902767265.1	95-97	g__RUG11797	
GCA_017532545.1__GCA_902767265.1	GCA_017532545.1	GCA_902767265.1	95-97	g__RUG11797	
GCA_002347225.1__GCA_002382725.1	GCA_002347225.1	GCA_002382725.1	95-97	g__Desulfoprunum	
GCA_002347225.1__GCF_016918515.1	GCA_002347225.1	GCF_016918515.1	95-97	g__Desulfoprunum	
GCA_002382725.1__GCF_016918515.1	GCA_002382725.1	GCF_016918515.1	95-97	g__Desulfoprunum	
GCA_902362195.1__GCF_004798225.1	GCA_902362195.1	GCF_004798225.1	95-97	g__Enterobacter	
GCF_003289275.1__GCF_003944645.1	GCF_003289275.1	GCF_003944645.1	95-97	g__Enterobacter	
GCF_003944645.1__GCF_900077545.1	GCF_003944645.1	GCF_900077545.1	95-97	g__Enterobacter	
GCA_005779075.1__GCA_005798485.1	GCA_005779075.1	GCA_005798485.1	95-97	g__SXKJ01	
GCA_005798485.1__GCA_014193005.1	GCA_005798485.1	GCA_014193005.1	95-97	g__SXKJ01	
GCA_005779075.1__GCA_014193005.1	GCA_005779075.1	GCA_014193005.1	95-97	g__SXKJ01	
GCA_003023685.1__GCF_000497695.1	GCA_003023685.1	GCF_000497695.1	95-97	g__Sulfobacillus	
GCA_003511545.1__GCF_001953285.1	GCA_003511545.1	GCF_001953285.1	95-97	g__Sulfobacillus	
GCA_003511545.1__GCF_002903155.1	GCA_003511545.1	GCF_002903155.1	95-97	g__Sulfobacillus	
GCA_018432345.1__GCA_018435645.1	GCA_018432345.1	GCA_018435645.1	95-97	g__UBA5456	
GCA_012523235.1__GCA_018432345.1	GCA_012523235.1	GCA_018432345.1	95-97	g__UBA5456	
GCA_002345525.1__GCA_018432345.1	GCA_002345525.1	GCA_018432345.1	95-97	g__UBA5456	
GCA_005776855.1__GCA_903860385.1	GCA_005776855.1	GCA_903860385.1	95-97	g__SXRM01	
GCA_005776855.1__GCA_903884195.1	GCA_005776855.1	GCA_903884195.1	95-97	g__SXRM01	
GCA_903860385.1__GCA_903884195.1	GCA_903860385.1	GCA_903884195.1	95-97	g__SXRM01	
GCA_016713705.1__GCA_016790965.1	GCA_016713705.1	GCA_016790965.1	95-97	g__SSSZ01	
GCA_016713705.1__GCA_017992095.1	GCA_016713705.1	GCA_017992095.1	95-97	g__SSSZ01	
GCA_016790965.1__GCA_017992095.1	GCA_016790965.1	GCA_017992095.1	95-97	g__SSSZ01	
GCA_017426505.1__GCA_017429135.1	GCA_017426505.1	GCA_017429135.1	95-97	g__HGM12619	
GCA_017429135.1__GCA_900753195.1	GCA_017429135.1	GCA_900753195.1	95-97	g__HGM12619	
GCA_015656515.1__GCA_017429135.1	GCA_015656515.1	GCA_017429135.1	95-97	g__HGM12619	
GCA_001830725.1__GCA_002424905.1	GCA_001830725.1	GCA_002424905.1	95-97	g__Sulfuricurvum	
GCA_001830725.1__GCA_014763995.1	GCA_001830725.1	GCA_014763995.1	95-97	g__Sulfuricurvum	
GCA_001829555.1__GCA_001830685.1	GCA_001829555.1	GCA_001830685.1	95-97	g__Sulfuricurvum	
GCF_011602445.1__GCF_019061235.1	GCF_011602445.1	GCF_019061235.1	95-97	g__Halomicroarcula	
GCA_017649685.1__GCA_902780285.1	GCA_017649685.1	GCA_902780285.1	95-97	g__RUG13583	
GCA_017649685.1__GCA_017964285.1	GCA_017649685.1	GCA_017964285.1	95-97	g__RUG13583	
GCA_017964285.1__GCA_902780285.1	GCA_017964285.1	GCA_902780285.1	95-97	g__RUG13583	
GCF_011947235.1__GCF_016862875.1	GCF_011947235.1	GCF_016862875.1	95-97	g__Planosporangium	
GCA_902777045.1__GCA_902782685.1	GCA_902777045.1	GCA_902782685.1	95-97	g__CADAWZ01	
GCA_902777045.1__GCA_902794495.1	GCA_902777045.1	GCA_902794495.1	95-97	g__CADAWZ01	
GCA_902782685.1__GCA_902794495.1	GCA_902782685.1	GCA_902794495.1	95-97	g__CADAWZ01	
GCA_002439865.1__GCA_900547355.1	GCA_002439865.1	GCA_900547355.1	95-97	g__UBA6448	
GCA_002439865.1__GCA_905196965.1	GCA_002439865.1	GCA_905196965.1	95-97	g__UBA6448	
GCA_002404925.1__GCA_002439865.1	GCA_002404925.1	GCA_002439865.1	95-97	g__UBA6448	
GCA_900757645.1__GCA_905212975.1	GCA_900757645.1	GCA_905212975.1	95-97	g__UBA5026	
GCA_900557305.1__GCA_905206315.1	GCA_900557305.1	GCA_905206315.1	95-97	g__UBA5026	
GCA_900767315.1__GCA_902793505.1	GCA_900767315.1	GCA_902793505.1	95-97	g__UBA5026	
GCA_003449625.1__GCA_902385955.1	GCA_003449625.1	GCA_902385955.1	95-97	g__Dielma	
GCA_000508965.1__GCA_902385955.1	GCA_000508965.1	GCA_902385955.1	95-97	g__Dielma	
GCA_003343865.1__GCA_003449625.1	GCA_003343865.1	GCA_003449625.1	95-97	g__Dielma	
GCA_000998475.1__GCA_001000945.1	GCA_000998475.1	GCA_001000945.1	95-97	g__UBA9933	
GCA_001000945.1__GCA_003508115.1	GCA_001000945.1	GCA_003508115.1	95-97	g__UBA9933	
GCA_000993695.1__GCA_003508115.1	GCA_000993695.1	GCA_003508115.1	95-97	g__UBA9933	
GCA_015656795.1__GCA_019115025.1	GCA_015656795.1	GCA_019115025.1	95-97	g__Flemingibacterium	
GCA_015656795.1__GCF_904419935.1	GCA_015656795.1	GCF_904419935.1	95-97	g__Flemingibacterium	
GCA_019115025.1__GCF_904419935.1	GCA_019115025.1	GCF_904419935.1	95-97	g__Flemingibacterium	
GCA_017623015.1__GCA_905198875.1	GCA_017623015.1	GCA_905198875.1	95-97	g__Paraprevotella	
GCA_017936995.1__GCA_900765545.1	GCA_017936995.1	GCA_900765545.1	95-97	g__Paraprevotella	
GCA_017623015.1__GCA_900765545.1	GCA_017623015.1	GCA_900765545.1	95-97	g__Paraprevotella	
GCA_015656135.1__GCA_015657045.1	GCA_015656135.1	GCA_015657045.1	95-97	g__SIG607	
GCA_015656135.1__GCA_904501695.1	GCA_015656135.1	GCA_904501695.1	95-97	g__SIG607	
GCA_015657045.1__GCA_904501695.1	GCA_015657045.1	GCA_904501695.1	95-97	g__SIG607	
GCA_002306245.1__GCA_002306405.1	GCA_002306245.1	GCA_002306405.1	95-97	g__Cohaesibacter	
GCA_002306245.1__GCF_005771485.1	GCA_002306245.1	GCF_005771485.1	95-97	g__Cohaesibacter	
GCA_002306405.1__GCF_005771485.1	GCA_002306405.1	GCF_005771485.1	95-97	g__Cohaesibacter	
GCF_007991695.1__GCF_008274645.2	GCF_007991695.1	GCF_008274645.2	95-97	g__Cyclobacterium	
GCF_007991695.1__GCF_900109255.1	GCF_007991695.1	GCF_900109255.1	95-97	g__Cyclobacterium	
GCA_018222465.1__GCF_008274645.2	GCA_018222465.1	GCF_008274645.2	95-97	g__Cyclobacterium	
GCA_005804125.1__GCA_903891995.1	GCA_005804125.1	GCA_903891995.1	95-97	g__SXON01	
GCA_903820515.1__GCA_903835925.1	GCA_903820515.1	GCA_903835925.1	95-97	g__SXON01	
GCA_005792815.1__GCA_903891995.1	GCA_005792815.1	GCA_903891995.1	95-97	g__SXON01	
GCF_000764775.1__GCF_000764795.1	GCF_000764775.1	GCF_000764795.1	95-97	g__Jejuia	
GCF_000764775.1__GCF_014636335.1	GCF_000764775.1	GCF_014636335.1	95-97	g__Jejuia	
GCF_000764795.1__GCF_014636335.1	GCF_000764795.1	GCF_014636335.1	95-97	g__Jejuia	
GCA_017524325.1__GCA_017650025.1	GCA_017524325.1	GCA_017650025.1	95-97	g__RUG11257	
GCA_017650025.1__GCA_017651285.1	GCA_017650025.1	GCA_017651285.1	95-97	g__RUG11257	
GCA_017618835.1__GCA_017633455.1	GCA_017618835.1	GCA_017633455.1	95-97	g__RUG11257	
GCA_902559765.1__GCA_902593265.1	GCA_902559765.1	GCA_902593265.1	95-97	g__MEDG-81	
GCA_902514675.1__GCA_902608535.1	GCA_902514675.1	GCA_902608535.1	95-97	g__MEDG-81	
GCA_902572135.1__GCA_902593265.1	GCA_902572135.1	GCA_902593265.1	95-97	g__MEDG-81	
GCA_009774575.1__GCA_910575345.1	GCA_009774575.1	GCA_910575345.1	95-97	g__UBA3282	
GCA_910575345.1__GCA_910577715.1	GCA_910575345.1	GCA_910577715.1	95-97	g__UBA3282	
GCA_002492805.1__GCA_910587385.1	GCA_002492805.1	GCA_910587385.1	95-97	g__UBA3282	
GCA_016784505.1__GCA_018658395.1	GCA_016784505.1	GCA_018658395.1	95-97	g__JABMPR01	
GCA_018658395.1__GCA_018674435.1	GCA_018658395.1	GCA_018674435.1	95-97	g__JABMPR01	
GCA_014382565.1__GCA_018655865.1	GCA_014382565.1	GCA_018655865.1	95-97	g__JABMPR01	
GCA_017379435.1__GCA_017502365.1	GCA_017379435.1	GCA_017502365.1	95-97	g__UMGS1865	
GCA_003501425.1__GCA_905200245.1	GCA_003501425.1	GCA_905200245.1	95-97	g__UMGS1865	
GCA_003501425.1__GCA_900767225.1	GCA_003501425.1	GCA_900767225.1	95-97	g__UMGS1865	
GCA_018376725.1__GCA_900546155.1	GCA_018376725.1	GCA_900546155.1	95-97	g__CAG-349	
GCA_004556445.1__GCA_900546155.1	GCA_004556445.1	GCA_900546155.1	95-97	g__CAG-349	
GCA_016293055.1__GCA_900546155.1	GCA_016293055.1	GCA_900546155.1	95-97	g__CAG-349	
GCA_017470265.1__GCA_905236575.1	GCA_017470265.1	GCA_905236575.1	95-97	g__Phil12	
GCA_017394975.1__GCA_902759745.1	GCA_017394975.1	GCA_902759745.1	95-97	g__Phil12	
GCA_017470265.1__GCA_902760175.1	GCA_017470265.1	GCA_902760175.1	95-97	g__Phil12	
GCF_000633315.1__GCF_006714955.1	GCF_000633315.1	GCF_006714955.1	95-97	g__Serratia_A	
GCA_013284015.1__GCF_015672965.1	GCA_013284015.1	GCF_015672965.1	95-97	g__Serratia_A	
GCF_006714955.1__GCF_007827525.1	GCF_006714955.1	GCF_007827525.1	95-97	g__Serratia_A	
GCA_019119065.1__GCF_002899925.1	GCA_019119065.1	GCF_002899925.1	95-97	g__Microbacterium	
GCF_000800925.1__GCF_001278365.1	GCF_000800925.1	GCF_001278365.1	95-97	g__Microbacterium	
GCF_001428975.1__GCF_017834075.1	GCF_001428975.1	GCF_017834075.1	95-97	g__Microbacterium	
GCF_000526175.1__GCF_012275335.1	GCF_000526175.1	GCF_012275335.1	95-97	g__Xanthobacter	
GCA_017304575.1__GCF_014206845.1	GCA_017304575.1	GCF_014206845.1	95-97	g__Xanthobacter	
GCF_012275335.1__GCF_014206845.1	GCF_012275335.1	GCF_014206845.1	95-97	g__Xanthobacter	
GCA_000953195.1__GCF_900444665.1	GCA_000953195.1	GCF_900444665.1	95-97	g__Acholeplasma	
GCF_001730135.1__GCF_900444665.1	GCF_001730135.1	GCF_900444665.1	95-97	g__Acholeplasma	
GCA_000953195.1__GCF_002210205.1	GCA_000953195.1	GCF_002210205.1	95-97	g__Acholeplasma	
GCA_018265675.1__GCA_905208295.1	GCA_018265675.1	GCA_905208295.1	95-97	g__Fimivivens	
GCA_017887965.1__GCA_904386015.1	GCA_017887965.1	GCA_904386015.1	95-97	g__Fimivivens	
GCA_017887965.1__GCA_905208295.1	GCA_017887965.1	GCA_905208295.1	95-97	g__Fimivivens	
GCA_008363285.1__GCA_016714625.1	GCA_008363285.1	GCA_016714625.1	95-97	g__OLB14	
GCA_008363285.1__GCA_017985655.1	GCA_008363285.1	GCA_017985655.1	95-97	g__OLB14	
GCA_003577345.1__GCA_016711665.1	GCA_003577345.1	GCA_016711665.1	95-97	g__OLB14	
