pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	skani_ani	skani_align_frac	fastani_ani	fastani_mapped	fastani_total
GCF_001807395.1__GCF_001807575.1	GCF_001807395.1	GCF_001807575.1	97-100	test	98.29	strict		NZ_KV788966.1	NZ_KV789371.1	98.861	99.1324	0.9368	0.9429	0.02971	99.0515	47	0.9943	18	0.312	0.9468	98.8014	99.2359	0.1613	0.9	AlfI:99.12,AloI:99.11,BcgI:99.12,FalI:99.27	3236	47	3465	526	68.0851	ok	98.861	gamma	98.9139	98.64	94.09	98.6608	668	706
GCF_001808785.1__GCF_018603625.1	GCF_001808785.1	GCF_018603625.1	97-100	train	99.45	strict		NZ_KV794436.1	NZ_JAHFZD010000010.1	99.3833	99.679	0.8947	0.9582	0.02286	99.5749	21	0.9976	5	0.07	0.9805	99.29	99.7902	0.1173	1.7	AlfI:99.68,AloI:99.65,BcgI:99.76,FalI:99.65	2236	21	2231	444	100.19	ok	99.3833	gamma	99.4026	99.46	97.65	99.5216	615	668
GCF_001869365.1__GCF_900518825.1	GCF_001869365.1	GCF_900518825.1	97-100	train	98.53	strict		NZ_MLNJ01000103.1	NZ_ULFU01000001.1	98.7365	98.899	0.7032	0.7734	0.04944	98.0371	73	0.9985	2	0.718	0.9326	98.6705	98.9768	0.3288	1.29	AlfI:98.75,AloI:98.66,BcgI:98.93,FalI:98.99	1676	73	1649	76	19.6027	ok	98.7365	gamma	98.8409	98.42	86.94	98.3566	491	528
GCF_001869395.1__GCF_900518835.1	GCF_001869395.1	GCF_900518835.1	97-100	train	98.7	strict		NZ_MLNP01000096.1	NZ_ULFW01000001.1	98.9054	99.0359	0.6893	0.6994	0.04751	98.0019	103	0.9586	55	0.689	0.9412	98.8261	99.1033	0.1212	0.14	AlfI:98.96,AloI:99.08,BcgI:99.04,FalI:99.05	1639	103	1542	45	13.3689	ok	98.9054	gamma	98.9937	98.78	90.28	98.38	463	567
GCF_001888095.1__GCF_003722115.1	GCF_001888095.1	GCF_003722115.1	97-100	train	99.99	strict		NZ_JWTK01000001.1	NZ_RJJH01000001.1	99.9999	99.9999	0.9822	0.9407	0.40412	99.3923	17	0.9981	4	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	2094	17	2073	698	121.824	ok	99.9999	uniform	100	99.99	95.64	99.993	651	655
GCF_001888095.1__GCF_900177455.1	GCF_001888095.1	GCF_900177455.1	97-100	train	99.98	strict		NZ_JWTK01000001.1	NZ_FXBN01000009.1	99.9999	99.9999	0.9871	0.9431	0.40323	99.4107	16	0.9986	3	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	2118	16	2082	706	130.812	ok	99.9999	uniform	100	100	95.39	99.9973	654	655
GCF_001889125.1__GCF_014217915.1	GCF_001889125.1	GCF_014217915.1	97-100	train	97.25	strict		NZ_CP013290.1	NZ_CP060120.1	97.7971	98.3621	0.8841	0.9277	0.03089	97.8271	33	0.9943	32	0.605	0.8978	97.563	98.7164	0.5148	8.25	AlfI:98.39,AloI:98.69,BcgI:98.30,FalI:98.82	5673	33	6616	811	168.818	ok	97.7971	gamma	97.6633	97.35	85.89	97.2233	1003	1133
GCF_001889125.1__GCF_014883915.1	GCF_001889125.1	GCF_014883915.1	97-100	train	98.52	strict		NZ_CP013290.1	NZ_CP062789.1	98.8537	99.2219	0.9061	0.866	0.02003	98.6204	31	0.9952	30	0.237	0.9531	98.6816	99.3818	0.4129	10.74	AlfI:99.14,AloI:99.30,BcgI:99.21,FalI:99.55	6329	31	6739	769	199.935	ok	98.8537	gamma	98.7653	98.55	82.39	98.338	1031	1133
GCF_001889445.1__GCF_001889465.1	GCF_001889445.1	GCF_001889465.1	97-100	test	97.73	strict		NZ_CP018193.1	NZ_CP018195.1	98.0193	98.3906	0.9698	0.9859	0.03537	98.3505	20	0.9955	19	0.761	0.899	97.8742	98.6112	0.0955	0.11	AlfI:98.39,AloI:98.41,BcgI:98.39,FalI:98.31	4288	20	4855	1425	212.15	ok	98.0193	gamma	97.988	97.96	94.63	97.8951	858	902
GCF_001901345.1__GCF_001901355.1	GCF_001901345.1	GCF_001901355.1	97-100	test	99.42	strict		NZ_MPJD01000001.1	NZ_MPJC01000001.1	99.5769	99.6326	0.9435	0.9362	0.01131	99.2275	71	0.9976	22	0.251	0.9778	99.5237	99.6602	0.1028	0.94	AlfI:99.64,AloI:99.69,BcgI:99.63,FalI:99.58	9534	71	9433	770	128.803	ok	99.5769	gamma	99.5696	99.36	93.15	99.3542	1591	1663
GCF_001905025.1__GCF_018555775.1	GCF_001905025.1	GCF_018555775.1	97-100	train	97.08	strict		NZ_LWLD01000001.1	NZ_JAAZTW010000100.1	98.302	98.535	0.7361	0.6805	0.02291	97.3749	430	0.9567	397	0.973	0.9081	98.158	98.6872	0.6436	15.67	AlfI:98.54,AloI:98.30,BcgI:98.53,FalI:98.94	10294	430	10384	164	21.4116	ok	98.302	gamma	98.2332	96.99	74.72	96.809	2166	2782
GCF_001913815.1__GCF_900167325.1	GCF_001913815.1	GCF_900167325.1	97-100	test	99.62	strict		NZ_MQNM01000100.1	NZ_FUXD01000109.1	99.7272	99.7705	0.8476	0.8184	0.01561	99.3147	117	0.9885	34	0.146	0.9861	99.6586	99.7991	0.1577	1.79	AlfI:99.75,AloI:99.66,BcgI:99.78,FalI:99.82	3313	117	3147	116	26.0684	ok	99.7272	gamma	99.7247	99.46	87.95	99.5002	854	933
GCF_001942225.1__GCF_001942435.1	GCF_001942225.1	GCF_001942435.1	97-100	test	98	strict		NZ_MKJZ01000001.1	NZ_MKKF01000001.1	98.3354	98.7601	0.8306	0.8629	0.02875	98.1101	82	0.9876	60	0.487	0.9237	98.0849	99.007	0.2175	0.89	AlfI:98.73,AloI:98.73,BcgI:98.76,FalI:98.95	4907	82	5512	304	59.1951	ok	98.3354	gamma	98.1885	98.11	84.51	97.7268	994	1152
GCF_001955615.1__GCF_001955625.1	GCF_001955615.1	GCF_001955625.1	97-100	train	99.65	strict		NZ_MSPU01000010.1	NZ_MSPV01000010.1	99.7669	99.7923	0.9302	0.933	0.01426	99.689	41	0.9948	18	0.188	0.9874	99.6934	99.8189	0.0855	0.67	AlfI:99.78,AloI:99.72,BcgI:99.79,FalI:99.81	3607	41	3565	336	85	ok	99.7669	gamma	99.7525	99.48	93.91	99.4508	1401	1465
GCF_001984525.1__GCF_001984535.1	GCF_001984525.1	GCF_001984535.1	97-100	train	99.93	strict		NZ_MPUJ01000001.1	NZ_MPUI01000001.1	99.9996	99.9996	0.988	0.9872	0.00044	99.9348	41	0.999	7	inf	1	99.9977	99.9999	0.0013	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	7361	41	7211	991	175.854	ok	99.9996	uniform	99.9999	99.99	99.8	99.9918	1600	1605
GCF_001984525.1__GCF_007833835.1	GCF_001984525.1	GCF_007833835.1	97-100	train	98.64	strict		NZ_MPUJ01000001.1	NZ_CP034211.1	98.8113	98.9427	0.9138	0.9178	0.02347	98.5456	44	0.9976	15	0.973	0.9353	98.5882	99.0586	0.1482	0.9	AlfI:98.95,AloI:98.96,BcgI:98.96,FalI:98.81	6310	44	6789	561	140.591	ok	98.8113	gamma	98.6736	98.65	90.32	98.4978	1478	1605
GCF_001984535.1__GCF_007833835.1	GCF_001984535.1	GCF_007833835.1	97-100	train	98.64	strict		NZ_MPUI01000001.1	NZ_CP034211.1	98.805	98.9409	0.9142	0.9239	0.02349	98.5608	44	0.9977	14	0.945	0.9352	98.5844	99.0575	0.1613	0.94	AlfI:98.95,AloI:98.97,BcgI:98.95,FalI:98.80	6329	44	6793	714	140.75	ok	98.805	gamma	98.6699	98.7	90.63	98.4737	1487	1609
GCF_001989795.2__GCF_003390655.1	GCF_001989795.2	GCF_003390655.1	97-100	test	98.94	strict		NZ_JAHGVD010000001.1	NZ_CP031490.1	99.0739	99.1548	0.8189	0.8669	0.02661	98.6302	69	0.9979	8	0.945	0.9489	98.898	99.2327	0.1699	0.86	AlfI:99.10,AloI:99.27,BcgI:99.16,FalI:99.20	3984	69	4205	399	56.5362	ok	99.0739	gamma	98.9976	98.83	87.33	98.76	1102	1261
GCF_002003305.1__GCF_013294445.1	GCF_002003305.1	GCF_013294445.1	97-100	train	98.32	strict		NZ_CP016087.1	NZ_JABSWN010000001.1	98.2456	98.8208	0.8824	0.8415	0.03488	98.2744	30	0.9916	29	0.312	0.9283	98.118	99.0877	0.3526	2.29	AlfI:98.80,AloI:98.75,BcgI:98.52,FalI:98.87	3605	30	3946	270	114.467	ok	98.2456	gamma	98.2463	98.2	79.81	98.0993	1842	2072
GCF_002003305.1__GCF_013297125.1	GCF_002003305.1	GCF_013297125.1	97-100	train	98.32	strict		NZ_CP016087.1	NZ_JABTEA010000001.1	98.2344	98.817	0.8813	0.8434	0.03497	98.2703	28	0.9921	27	0.312	0.9281	98.1041	99.0883	0.348	2.21	AlfI:98.80,AloI:98.75,BcgI:98.52,FalI:98.86	3604	28	3941	330	122.321	ok	98.2344	gamma	98.2328	98.19	79.74	98.0543	1844	2072
GCF_002006175.1__GCF_002006215.1	GCF_002006175.1	GCF_002006215.1	97-100	train	100	strict		NZ_LZYU01000001.1	NZ_LZYV01000001.1	99.9999	99.9999	0.9051	0.8885	0.3161	99.2951	143	0.9988	4	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	3695	143	3590	135	24.6364	ok	99.9999	uniform	100	100	97.29	99.9992	1528	1535
GCF_002006175.1__GCF_002006235.1	GCF_002006175.1	GCF_002006235.1	97-100	train	98.87	strict		NZ_LZYU01000001.1	NZ_LZYW01000001.1	99.2316	99.4062	0.6999	0.7081	0.0274	98.3877	166	0.9819	48	0.244	0.9642	99.105	99.4995	0.1629	1.3	AlfI:99.31,AloI:99.28,BcgI:99.35,FalI:99.44	3044	166	2995	83	16.6506	ok	99.2316	gamma	99.2142	98.9	83.81	98.5694	1292	1535
GCF_002006215.1__GCF_002006235.1	GCF_002006215.1	GCF_002006235.1	97-100	train	98.83	strict		NZ_LZYV01000001.1	NZ_LZYW01000001.1	99.1546	99.378	0.7113	0.7283	0.0278	98.4122	151	0.9752	69	0.221	0.9625	99.0183	99.4905	0.178	1.06	AlfI:99.30,AloI:99.23,BcgI:99.37,FalI:99.40	3152	151	3065	87	18.9404	ok	99.1546	gamma	99.1309	98.82	86.01	98.4695	1356	1630
GCF_002007845.1__GCF_002007865.1	GCF_002007845.1	GCF_002007865.1	97-100	train	99.98	strict		NZ_CP019867.1	NZ_CP019868.1	99.9927	99.9927	0.9745	0.9983	0.00419	100.257	3	0.9986	2	0.07	0.9996	99.9999	99.9908	0.0165	0.1	AlfI:99.99,AloI:100.00,BcgI:99.98,FalI:100.00	1394	3	1389	1079	463	ok	99.9927	gamma	100	99.99	100	99.9746	465	476
GCF_002037625.1__GCF_009648775.1	GCF_002037625.1	GCF_009648775.1	97-100	test	99.03	strict		NZ_MXOF01000010.1	NZ_CP045766.1	99.1401	99.3038	0.9526	0.9515	0.02187	99.1814	37	0.9974	12	0.365	0.9577	98.9878	99.3951	0.0816	0.78	AlfI:99.25,AloI:99.31,BcgI:99.33,FalI:99.34	4777	37	5025	672	127.405	ok	99.1401	gamma	99.0755	99.08	92.66	99.0072	1379	1422
GCF_002049255.1__GCF_002049395.1	GCF_002049255.1	GCF_002049395.1	97-100	test	99.39	strict		NZ_BDLQ01000001.1	NZ_BDLR01000001.1	99.4363	99.6097	0.8144	0.8407	0.02567	99.1416	88	0.9732	51	0.124	0.9762	99.3381	99.6832	0.1575	1.53	AlfI:99.64,AloI:99.71,BcgI:99.56,FalI:99.56	2082	88	2032	110	22.0795	ok	99.4363	gamma	99.4512	99.26	92.68	99.1691	747	851
GCF_002049255.1__GCF_003047205.1	GCF_002049255.1	GCF_003047205.1	97-100	test	99.16	strict		NZ_BDLQ01000001.1	NZ_CP028491.1	99.1525	99.3996	0.8488	0.9058	0.03214	99.1155	45	0.9957	8	0.227	0.9634	98.9368	99.5341	0.1188	0.77	AlfI:99.45,AloI:99.43,BcgI:99.36,FalI:99.33	2052	45	2051	147	42.3556	ok	99.1525	gamma	99.0761	98.98	88.41	98.8378	781	851
GCF_002057455.1__GCF_012034275.1	GCF_002057455.1	GCF_012034275.1	97-100	train	97.16	strict		NZ_CP017717.1	NZ_JAATEP010000001.1	98.0575	98.4564	0.8313	0.8563	0.01778	96.9191	187	0.9884	186	0.73	0.903	97.8123	98.7297	0.2752	4.57	AlfI:98.43,AloI:98.43,BcgI:98.45,FalI:98.70	16626	187	18639	509	85.5989	ok	98.0575	gamma	97.8709	97.7	82.16	97.2339	3582	4349
GCF_002076915.1__GCF_014646495.1	GCF_002076915.1	GCF_014646495.1	97-100	train	99.49	strict		NZ_CP020468.1	NZ_BMNJ01000001.1	99.6829	99.6988	0.9471	0.9893	0.01683	99.7453	12	0.9968	11	0.669	0.9818	99.535	99.74	0.1695	1.84	AlfI:99.74,AloI:99.62,BcgI:99.68,FalI:99.79	3429	12	3488	746	282.5	ok	99.6829	gamma	99.6085	99.59	98.96	99.5256	743	786
GCF_002086345.1__GCF_002285715.1	GCF_002086345.1	GCF_002285715.1	97-100	train	99.38	strict		NZ_MVHX01000100.1	NZ_CP023147.1	99.5753	99.5945	0.9077	0.9466	0.01207	99.1738	95	0.9977	20	0.783	0.9754	99.5048	99.6175	0.1641	4.22	AlfI:99.60,AloI:99.59,BcgI:99.58,FalI:99.74	9108	95	9159	535	93.6947	ok	99.5753	gamma	99.5521	99.27	94.74	99.1508	1659	1777
GCF_002088815.1__GCF_003202815.1	GCF_002088815.1	GCF_003202815.1	97-100	train	97.83	strict		NZ_NAHS01000001.1	NZ_QGLQ01000001.1	98.2984	98.517	0.6526	0.7181	0.05352	97.4866	146	0.9964	5	0.985	0.9087	98.1942	98.6488	0.1047	0.25	AlfI:98.49,AloI:98.55,BcgI:98.46,FalI:98.57	2135	146	1992	30	10.4247	ok	98.2984	gamma	98.3679	97.8	88.35	97.6604	716	780
GCF_002095995.1__GCF_002128045.1	GCF_002095995.1	GCF_002128045.1	97-100	train	99.94	strict		NZ_CP020711.1	NZ_CP017331.1	99.9751	99.9751	0.9977	0.9976	0.0094	100.326	2	0.999	1	inf	0.9985	99.983	99.973	0.0615	0.1	AlfI:100.00,AloI:99.94,BcgI:99.97,FalI:99.97	1148	2	973	578	485	ok	99.9751	uniform	99.9991	99.97	100	99.9545	272	272
GCF_002097765.1__GCF_900604905.1	GCF_002097765.1	GCF_900604905.1	97-100	train	99.99	strict		NZ_MWFP01000023.1	NZ_UWOX01000081.1	99.9957	99.9957	0.904	0.9674	0.00162	99.8164	36	0.9992	4	inf	0.9997	99.9905	99.9969	0.0276	0.76	AlfI:99.99,AloI:99.97,BcgI:100.00,FalI:100.00	5417	36	5247	713	144.917	ok	99.9957	uniform	99.9974	99.99	98.47	99.9857	1261	1357
GCF_002112365.1__GCF_002113365.1	GCF_002112365.1	GCF_002113365.1	97-100	train	100	strict		NZ_NEHK01000001.1	NZ_NEHL01000001.1	99.9999	99.9999	0.9968	0.9968	0.15252	99.2491	30	0.9993	10	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	13897	30	13753	1623	457.833	ok	99.9999	uniform	100	100	100	99.9978	2077	2079
GCF_002112395.1__GCF_002112455.1	GCF_002112395.1	GCF_002112455.1	97-100	train	100	strict		NZ_NEHN01000001.1	NZ_NEHS01000001.1	99.9999	99.9999	0.997	0.997	0.15251	99.2431	27	0.9994	8	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	13860	27	13754	1619	507.296	ok	99.9999	uniform	100	100	100	99.9984	2074	2078
GCF_002112395.1__GCF_002113365.1	GCF_002112395.1	GCF_002113365.1	97-100	train	100	strict		NZ_NEHN01000001.1	NZ_NEHL01000001.1	99.9999	99.9999	0.9969	0.9968	0.15251	99.2508	30	0.9992	11	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	13912	30	13754	1623	458.367	ok	99.9999	uniform	100	100	100	99.9978	2073	2078
GCF_002113055.1__GCF_002113705.1	GCF_002113055.1	GCF_002113705.1	97-100	test	99.99	strict		NZ_NEJI01000001.1	NZ_NEJK01000001.1	99.9995	99.9995	0.9963	0.9966	0.00033	99.5349	28	0.9995	7	inf	1	99.9999	99.9994	0.0007	0.06	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	13642	28	13492	1836	482.179	ok	99.9995	uniform	100	100	100	99.9963	2034	2041
GCF_002127615.1__GCF_002127625.1	GCF_002127615.1	GCF_002127625.1	97-100	test	99.97	strict		NZ_NEHA01000001.1	NZ_NEGY01000001.1	99.9981	99.9981	0.9827	0.9821	0.00063	99.5242	139	0.9987	19	inf	0.9999	99.9911	99.9997	0.0028	0.05	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	15338	139	14923	763	107.676	ok	99.9981	uniform	99.9956	99.99	99.84	99.9848	1997	2021
GCF_002128025.1__GCF_009810255.1	GCF_002128025.1	GCF_009810255.1	97-100	test	99.78	strict		NZ_CP017330.1	NZ_BLFT01000001.1	99.8299	99.8299	0.9411	0.9352	0.02507	99.8982	17	0.9828	16	inf	0.9897	99.7553	99.85	0.2621	1.06	AlfI:99.81,AloI:99.62,BcgI:99.88,FalI:99.84	1104	17	948	139	54.6471	ok	99.8299	uniform	99.8519	99.75	98.92	99.7478	254	272
GCF_002142285.1__GCF_002142345.1	GCF_002142285.1	GCF_002142345.1	97-100	train	99.98	strict		NZ_NASB01000001.1	NZ_NASC01000001.1	99.9984	99.9984	0.7593	0.7547	0.00159	99.3035	140	0.9557	90	inf	0.9999	99.9999	99.998	0.004	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	2451	140	2097	79	14.8786	ok	99.9984	uniform	100	99.98	99.29	99.8196	826	949
GCF_002151115.1__GCF_011801245.1	GCF_002151115.1	GCF_011801245.1	97-100	train	97.95	strict		NZ_MDJX01000373.1	NZ_CP048047.1	98.3468	98.6828	0.7976	0.8609	0.02991	98.1062	189	0.996	18	0.631	0.9185	98.1208	98.8945	0.4956	6.57	AlfI:98.59,AloI:98.94,BcgI:98.66,FalI:99.08	4873	189	5406	223	24.8201	ok	98.3468	gamma	98.225	97.6	87.18	97.8378	860	951
GCF_002151265.1__GCF_900108215.1	GCF_002151265.1	GCF_900108215.1	97-100	test	98.56	strict		NZ_MUMZ01000001.1	NZ_FNVC01000055.1	98.8963	99.1353	0.8387	0.855	0.01854	98.4083	177	0.9937	50	0.392	0.9474	98.7203	99.2621	0.1823	2.5	AlfI:99.14,AloI:99.18,BcgI:99.11,FalI:99.29	8303	177	8774	277	45.7288	ok	98.8963	gamma	98.7929	98.5	85.49	98.3589	1323	1500
GCF_002157125.1__GCF_002157165.1	GCF_002157125.1	GCF_002157165.1	97-100	train	97.22	strict		NZ_CP021366.1	NZ_CP021359.1	97.4707	98.1709	0.7955	0.9498	0.02905	97.3439	57	0.9925	54	0.571	0.8846	97.3578	98.5634	0.2907	0.96	AlfI:98.19,AloI:98.00,BcgI:98.15,FalI:98.29	7315	57	8525	1231	126.175	ok	97.4707	gamma	97.4478	97.41	90.23	97.3035	1255	1566
GCF_002157125.1__GCF_002157185.1	GCF_002157125.1	GCF_002157185.1	97-100	train	99.98	strict		NZ_CP021366.1	NZ_CP021362.1	99.9865	99.9871	0.9738	0.9987	0.002	99.724	32	0.9973	28	0.07	0.9992	99.948	99.9965	0.0238	0.41	AlfI:99.99,AloI:100.00,BcgI:99.99,FalI:99.98	10554	32	10189	9090	322.469	ok	99.9865	gamma	99.9621	99.98	99.91	99.9674	1519	1566
GCF_002157165.1__GCF_002157185.1	GCF_002157165.1	GCF_002157185.1	97-100	train	97.21	strict		NZ_CP021359.1	NZ_CP021362.1	97.4509	98.1643	0.9236	0.8475	0.02915	97.3577	48	0.9936	46	0.571	0.8842	97.331	98.5684	0.1154	0.68	AlfI:98.21,AloI:98.09,BcgI:98.13,FalI:98.19	7295	48	8520	1582	149.125	ok	97.4509	gamma	97.4213	97.41	80.16	97.3252	1242	1351
GCF_002160465.1__GCF_015550635.1	GCF_002160465.1	GCF_015550635.1	97-100	train	98.62	strict		NZ_NFKQ01000001.1	NZ_JADNBD010000010.1	98.7884	99.136	0.6831	0.7977	0.02578	98.0565	64	0.9945	23	0.282	0.9473	98.6419	99.2892	0.1488	0.76	AlfI:99.16,AloI:99.16,BcgI:99.14,FalI:99.01	4470	64	4600	514	65.6406	ok	98.7884	gamma	98.7443	98.73	80.87	98.3215	964	1311
GCF_002162115.1__GCF_016019785.1	GCF_002162115.1	GCF_016019785.1	97-100	test	99.84	strict		NZ_CP021417.1	NZ_JAEANX010000001.1	99.9111	99.9198	0.9795	0.9817	0.00806	99.9828	15	0.9965	14	0.084	0.9951	99.878	99.9302	0.0685	1	AlfI:99.92,AloI:99.86,BcgI:99.93,FalI:99.93	4022	15	4048	1353	267.733	ok	99.9111	gamma	99.9121	99.85	98.7	99.7597	841	857
GCF_002204305.1__GCF_002920555.1	GCF_002204305.1	GCF_002920555.1	97-100	test	99.08	strict		NZ_NHRF01000231.1	NZ_PQSV01000001.1	99.2713	99.3623	0.8926	0.933	0.01683	98.9005	50	0.996	28	0.516	0.9614	99.1225	99.4284	0.2741	2.59	AlfI:99.33,AloI:99.26,BcgI:99.37,FalI:99.54	7169	50	7560	1044	141.88	ok	99.2713	gamma	99.1899	98.68	92.67	98.982	1053	1189
GCF_002206155.2__GCF_900076365.1	GCF_002206155.2	GCF_900076365.1	97-100	train	99.92	strict		NZ_NJEZ02000001.1	NZ_FKBK01000001.1	99.9702	99.9718	0.8882	0.934	0.00355	99.5466	52	0.9931	50	0.07	0.9983	99.9409	99.9794	0.028	0.9	AlfI:99.98,AloI:99.98,BcgI:99.97,FalI:99.95	7331	52	7238	752	138.731	ok	99.9702	gamma	99.9586	99.7	92.66	99.7239	1514	1700
GCF_002213185.1__GCF_002213225.1	GCF_002213185.1	GCF_002213225.1	97-100	train	98.75	strict		NZ_NBOB01000001.1	NZ_NBNX01000001.1	98.9898	99.0687	0.8497	0.9098	0.02053	98.4577	47	0.9965	25	1.075	0.9433	98.886	99.1247	0.1229	0.82	AlfI:99.03,AloI:99.11,BcgI:99.07,FalI:99.15	7163	47	7625	927	151.277	ok	98.9898	gamma	98.9601	98.61	87.48	98.5405	1195	1372
GCF_002213195.1__GCF_002213235.1	GCF_002213195.1	GCF_002213235.1	97-100	train	98.8	strict		NZ_NBNZ01000001.1	NZ_NBOA01000001.1	98.9426	99.0606	0.9019	0.9125	0.02075	98.5417	26	0.9984	11	0.807	0.9428	98.7877	99.1451	0.2312	3.1	AlfI:98.94,AloI:99.10,BcgI:99.08,FalI:99.17	7058	26	7585	1187	269.769	ok	98.9426	gamma	98.8644	98.75	90.27	98.7073	1178	1298
GCF_002213225.1__GCF_002213235.1	GCF_002213225.1	GCF_002213235.1	97-100	train	98.8	strict		NZ_NBNX01000001.1	NZ_NBOA01000001.1	98.9037	99.0204	0.8646	0.9039	0.02116	98.4115	39	0.997	21	0.841	0.9403	98.7887	99.0931	0.0967	0.51	AlfI:98.97,AloI:99.03,BcgI:99.03,FalI:99.07	7085	39	7606	881	180.615	ok	98.9037	gamma	98.8653	98.75	90.24	98.5657	1188	1349
GCF_002215055.1__GCF_902386745.1	GCF_002215055.1	GCF_902386745.1	97-100	test	100	strict		NZ_CP022115.1	NZ_LR698992.1	99.9999	99.9999	0.9979	0.9979	0.21016	99.6082	24	0.9969	23	inf	1	99.9999	99.9999	0	0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	7579	24	7224	7192	308.333	ok	99.9999	uniform	100	100	100	100	1140	1141
GCF_002241275.1__GCF_018790395.1	GCF_002241275.1	GCF_018790395.1	97-100	train	98.71	strict		NZ_NDIH01000126.1	NZ_JAHKEU010000001.1	98.7943	98.9593	0.845	0.806	0.02971	98.4046	126	0.9886	43	0.761	0.9368	98.5817	99.0841	0.1249	1.07	AlfI:98.89,AloI:98.89,BcgI:99.01,FalI:98.96	4072	126	4263	187	30.6349	ok	98.7943	gamma	98.6904	98.55	84.09	98.3838	1106	1220
GCF_002250905.2__GCF_017909435.1	GCF_002250905.2	GCF_017909435.1	97-100	train	99.48	strict		NZ_CP024101.1	NZ_CP066194.1	99.4902	99.6723	0.9234	0.96	0.01738	99.5813	23	0.9946	20	0.092	0.9802	99.3981	99.7489	0.0839	1.36	AlfI:99.73,AloI:99.64,BcgI:99.70,FalI:99.64	4127	23	3870	932	160	ok	99.4902	gamma	99.4777	99.18	92.75	99.3414	1325	1447
GCF_002252745.1__GCF_002252965.1	GCF_002252745.1	GCF_002252965.1	97-100	test	98.84	strict		NZ_NHOX01000040.1	NZ_NHPG01000047.1	99.3114	99.5921	0.7918	0.6058	0.02218	98.4218	108	0.9751	67	0.103	0.9746	99.204	99.702	0.0876	0.19	AlfI:99.55,AloI:99.60,BcgI:99.59,FalI:99.64	2863	108	2872	105	25.287	ok	99.3114	gamma	99.3071	98.89	64.57	98.8343	815	969
GCF_002253455.1__GCF_002253465.1	GCF_002253455.1	GCF_002253465.1	97-100	train	98.8	strict		NZ_NGOR01000001.1	NZ_NGOS01000001.1	98.8837	99.3238	0.8007	0.7621	0.03965	98.5547	42	0.9811	28	0.161	0.9592	98.7657	99.4989	0.0909	0.12	AlfI:99.36,AloI:99.27,BcgI:99.34,FalI:99.31	1574	42	1624	114	35.5952	ok	98.8837	gamma	98.9344	98.87	80.82	98.7016	550	642
GCF_002266475.1__GCF_003176815.1	GCF_002266475.1	GCF_003176815.1	97-100	train	98.82	strict		NZ_NPOU01000001.1	NZ_CP029559.1	98.4179	99.268	0.9526	0.9652	0.03385	99.2136	12	0.9959	9	0.124	0.9557	98.4165	99.5437	0.2265	1.7	AlfI:99.40,AloI:99.23,BcgI:99.18,FalI:99.27	2332	12	2451	595	181.5	ok	98.4179	gamma	98.5676	98.96	93.97	98.8791	677	731
GCF_002285155.1__GCF_007786415.1	GCF_002285155.1	GCF_007786415.1	97-100	train	97.57	strict		NZ_NSGL01000001.1	NZ_VNKN01000001.1	97.9736	98.4054	0.8841	0.8885	0.03564	97.9459	53	0.99	41	0.709	0.8999	97.7437	98.6916	0.3341	2.29	AlfI:98.32,AloI:98.66,BcgI:98.40,FalI:98.37	4159	53	4810	339	77.3774	ok	97.9736	gamma	97.8599	97.78	88.15	97.6115	767	858
GCF_002288145.1__GCF_002288265.1	GCF_002288145.1	GCF_002288265.1	97-100	train	97.07	strict		NZ_CP016775.1	NZ_CP016778.1	97.1008	97.9954	0.9441	0.9478	0.06551	97.8787	3	0.9987	2	0.516	0.8733	97.1042	98.4708	0.4739	3.26	AlfI:97.97,AloI:98.20,BcgI:97.79,FalI:98.26	1587	3	1953	1178	526.667	ok	97.1008	gamma	97.3013	97.14	91.88	97.1085	414	442
