pairid	q_acc	r_acc	anim_ani	anim_af_ref	K_est	q_contig_count	r_contig_count	q_ncbi_assembly_level	r_ncbi_assembly_level	syn2b_shared_tags	syn2b_observable_fraction	dd_major	s2b_major	dnadiff_inverted_fraction	syn2b_raw_inverted_fraction	q_species	r_species	q_genus	q_family	q_phylum	same_species	inverted
GCA_900103895.1__GCA_900105365.1	GCA_900103895.1	GCA_900105365.1	98.68	86.98	2.479999999999837	4.0	3.0	Contig	Contig	14800	0.9999	0.0371109890508122	0.02047	0.0371109890508122	0.02047	GAS188 sp900104855	GAS188 sp900104855	GAS188	Beijerinckiaceae	Proteobacteria	True	False
GCF_002157165.1__GCF_002157185.1	GCF_002157165.1	GCF_002157185.1	97.21	82.79	1.917599999999899	2.0	4.0	Complete Genome	Complete Genome	4588	0.9998	0.0306518531148719	0.02986	0.969348146885128	0.97014	Acidovorax carolinensis	Acidovorax carolinensis	Acidovorax	Burkholderiaceae	Proteobacteria	True	False
GCF_017909135.1__GCF_017909435.1	GCF_017909135.1	GCF_017909435.1	99.15	89.83	1.0	5.0	3.0	Complete Genome	Complete Genome	3045	1.0	0.0304155042110708	0.02857	0.0304155042110708	0.02857	Bacillus_A cytotoxicus	Bacillus_A cytotoxicus	Bacillus_A	Bacillaceae_G	Firmicutes	True	False
GCF_000093065.1__GCF_014879315.1	GCF_000093065.1	GCF_014879315.1	99.96	100.0	1.0	2.0	1.0	Complete Genome	Complete Genome	383	1.0	0.02833886090188	0.00261	0.02833886090188	0.00261	Riesia pediculicola	Riesia pediculicola	Riesia	Enterobacteriaceae_A	Proteobacteria	True	False
GCF_002074015.1__GCF_014879315.1	GCF_002074015.1	GCF_014879315.1	97.85	99.99	1.0	4.0	1.0	Chromosome	Complete Genome	213	1.0	0.027263435419621	0.00469	0.027263435419621	0.00469	Riesia pediculicola	Riesia pediculicola	Riesia	Enterobacteriaceae_A	Proteobacteria	True	False
GCF_000347675.2__GCF_001853345.1	GCF_000347675.2	GCF_001853345.1	98.64	74.74	2.071399999999882	6.0	59.0	Complete Genome	Scaffold	5357	0.9998	0.023014473798793	0.01904	0.023014473798793	0.01904	Sphingomonas_E fennica	Sphingomonas_E fennica	Sphingomonas_E	Sphingomonadaceae	Proteobacteria	True	False
GCF_000568735.2__GCF_003568645.1	GCF_000568735.2	GCF_003568645.1	97.06	80.19	1.9935999999999825	74.0	8.0	Chromosome	Complete Genome	414	0.9976	0.0217319175469106	0.0	0.0217319175469106	0.0	Borrelia turicatae	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetota	True	False
GCA_015134625.1__GCF_016893705.1	GCA_015134625.1	GCF_016893705.1	99.03	88.28	1.0	4.0	191.0	Complete Genome	Chromosome	4473	1.0	0.0216426577776609	0.02258	0.978357342222339	0.97742	Citrobacter werkmanii	Citrobacter werkmanii	Citrobacter	Enterobacteriaceae	Proteobacteria	True	False
GCA_012275145.1__GCF_018310535.1	GCA_012275145.1	GCF_018310535.1	97.11	78.54	1.0	1.0	2.0	Complete Genome	Complete Genome	7388	1.0	0.0174359968014515	0.00677	0.9825640031985484	0.99323	Streptomyces sp002846625	Streptomyces sp002846625	Streptomyces	Streptomycetaceae	Actinobacteriota	True	False
GCF_016584015.1__GCF_016653175.1	GCF_016584015.1	GCF_016653175.1	100.0	99.99	2.6407999999998193	30.0	32.0	Contig	Scaffold	8204	0.9998	0.0174273408466634	0.02036	0.0174273408466634	0.02036	Afifella marina	Afifella marina	Afifella	Afifellaceae	Proteobacteria	True	False
GCF_001610775.1__GCF_013620765.1	GCF_001610775.1	GCF_013620765.1	99.59	93.97	2.050300000000014	2.0	8.0	Complete Genome	Contig	1167	0.9991	0.0168988672155111	0.01285	0.0168988672155111	0.01285	Dehalococcoides mccartyi_B	Dehalococcoides mccartyi_B	Dehalococcoides	Dehalococcoidaceae	Chloroflexota	True	False
GCF_000219805.1__GCF_009697245.1	GCF_000219805.1	GCF_009697245.1	98.72	91.56	1.0	2.0	2.0	Complete Genome	Chromosome	756	1.0	0.0151110052955433	0.00132	0.0151110052955433	0.00132	Weissella koreensis	Weissella koreensis	Weissella	Lactobacillaceae	Firmicutes	True	False
GCF_016028775.1__GCF_016127895.1	GCF_016028775.1	GCF_016127895.1	99.99	100.0	1.0	2.0	2.0	Complete Genome	Complete Genome	2229	1.0	0.0149765312040571	0.0	0.0149765312040571	0.0	Moraxella nonliquefaciens	Moraxella nonliquefaciens	Moraxella	Moraxellaceae	Proteobacteria	True	False
GCF_002736285.1__GCF_900660505.1	GCF_002736285.1	GCF_900660505.1	98.2	96.73	1.0	1.0	1.0	Complete Genome	Complete Genome	683	1.0	0.0148961889893755	0.00878	0.0148961889893755	0.00878	Mesomycoplasma dispar	Mesomycoplasma dispar	Mesomycoplasma	Metamycoplasmataceae	Firmicutes	True	False
GCF_000091985.1__GCF_900451085.1	GCF_000091985.1	GCF_900451085.1	99.31	98.13	1.0	1.0	8.0	Complete Genome	Contig	1478	1.0	0.0145309557248658	0.00203	0.0145309557248658	0.00203	Helicobacter_H mustelae	Helicobacter_H mustelae	Helicobacter_H	Helicobacteraceae	Campylobacterota	True	False
GCF_000019945.1__GCF_006740745.1	GCF_000019945.1	GCF_006740745.1	98.0	88.81	1.0	3.0	1.0	Complete Genome	Complete Genome	6044	1.0	0.0143559364049759	0.00778	0.0143559364049759	0.00778	Methylobacterium thiocyanatum	Methylobacterium thiocyanatum	Methylobacterium	Beijerinckiaceae	Proteobacteria	True	False
GCF_002076915.1__GCF_014646495.1	GCF_002076915.1	GCF_014646495.1	99.49	99.34	1.8945999999999017	1.0	14.0	Complete Genome	Scaffold	2982	0.9997	0.0139746516444974	0.0114	0.9860253483555026	0.9886	Actinomyces gaoshouyii	Actinomyces gaoshouyii	Actinomyces	Actinomycetaceae	Actinobacteriota	True	False
GCF_001644685.1__GCF_002441955.1	GCF_001644685.1	GCF_002441955.1	97.3	88.65	1.8565999999999057	2.0	2.0	Complete Genome	Complete Genome	4283	0.9998	0.0129105577621999	0.00957	0.0129105577621999	0.00957	Methylomonas koyamae	Methylomonas koyamae	Methylomonas	Methylomonadaceae	Proteobacteria	True	False
GCF_000219805.1__GCF_014672875.1	GCF_000219805.1	GCF_014672875.1	98.73	94.88	1.0	2.0	2.0	Complete Genome	Complete Genome	759	1.0	0.0122774382141908	0.0	0.0122774382141908	0.0	Weissella koreensis	Weissella koreensis	Weissella	Lactobacillaceae	Firmicutes	True	False
GCF_000219805.1__GCF_002950695.1	GCF_000219805.1	GCF_002950695.1	98.73	90.88	1.0	2.0	3.0	Complete Genome	Complete Genome	756	1.0	0.0122556894046352	0.0	0.0122556894046352	0.0	Weissella koreensis	Weissella koreensis	Weissella	Lactobacillaceae	Firmicutes	True	False
GCA_002360855.1__GCA_002707865.1	GCA_002360855.1	GCA_002707865.1	99.87	64.02	2.9808000000000567	11.0	22.0	Scaffold	Contig	2476	0.9992	0.0117569228187186	0.0101	0.0117569228187186	0.0101	UBA6503 sp002436405	UBA6503 sp002436405	UBA6503	UBA6503	Proteobacteria	True	False
GCA_002295585.1__GCA_002707865.1	GCA_002295585.1	GCA_002707865.1	99.88	64.04	1.9911999999998908	7.0	22.0	Scaffold	Contig	2478	0.9996	0.0107550977255594	0.01009	0.0107550977255594	0.01009	UBA6503 sp002436405	UBA6503 sp002436405	UBA6503	UBA6503	Proteobacteria	True	False
GCF_000025645.1__GCF_000092965.1	GCF_000025645.1	GCF_000092965.1	98.16	88.04	1.0	1.0	1.0	Complete Genome	Complete Genome	1198	1.0	0.0095609704517183	0.0	0.0095609704517183	0.0	Thermoanaerobacter thermocopriae	Thermoanaerobacter thermocopriae	Thermoanaerobacter	Thermoanaerobacteraceae	Firmicutes_A	True	False
GCF_000346125.2__GCF_000785645.1	GCF_000346125.2	GCF_000785645.1	99.07	95.63	1.9293999999998976	3.0	64.0	Scaffold	Scaffold	3098	0.9997	0.0095223142360215	0.0042	0.9904776857639784	0.9958	Meiothermus ruber	Meiothermus ruber	Meiothermus	Thermaceae	Deinococcota	True	False
GCF_009728815.1__GCF_009728855.1	GCF_009728815.1	GCF_009728855.1	99.89	99.79	1.0	10.0	7.0	Chromosome	Chromosome	667	1.0	0.007505882887041	0.0045	0.007505882887041	0.0045	Ehrlichia ruminantium_B	Ehrlichia ruminantium_B	Ehrlichia	Anaplasmataceae	Proteobacteria	True	False
GCF_002763595.1__GCF_002763815.1	GCF_002763595.1	GCF_002763815.1	97.99	88.02	1.0	1.0	1.0	Complete Genome	Complete Genome	902	1.0	0.0066694558107736	0.00554	0.9933305441892264	0.99446	Fusobacterium pseudoperiodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriota	True	False
GCF_005706215.1__GCF_014524485.1	GCF_005706215.1	GCF_014524485.1	99.05	83.38	1.0	1.0	5.0	Complete Genome	Complete Genome	1584	1.0	0.0053944140422715	0.0	0.0053944140422715	0.0	Macrococcus_B canis	Macrococcus_B canis	Macrococcus_B	Staphylococcaceae	Firmicutes	True	False
GCF_002206385.2__GCF_003576035.1	GCF_002206385.2	GCF_003576035.1	100.0	99.96	1.0	6.0	143.0	Contig	Contig	7692	1.0	0.0050564261098839	0.00065	0.994943573890116	0.99935	Serratia_F odorifera	Serratia_F odorifera	Serratia_F	Enterobacteriaceae	Proteobacteria	True	False
GCF_003815615.1__GCF_003815635.1	GCF_003815615.1	GCF_003815635.1	98.45	86.78	1.0	1.0	2.0	Complete Genome	Complete Genome	2744	1.0	0.004334585379347	0.00255	0.004334585379347	0.00255	Chryseobacterium shandongense	Chryseobacterium shandongense	Chryseobacterium	Weeksellaceae	Bacteroidota	True	False
GCF_001889125.1__GCF_014217915.1	GCF_001889125.1	GCF_014217915.1	97.25	88.05	1.0	1.0	1.0	Complete Genome	Complete Genome	3774	1.0	0.0037429352097915	0.00053	0.0037429352097915	0.00053	Janibacter indicus	Janibacter indicus	Janibacter	Dermatophilaceae	Actinobacteriota	True	False
GCF_011064785.1__GCF_011065325.1	GCF_011064785.1	GCF_011065325.1	98.36	82.23	1.0	2.0	3.0	Complete Genome	Complete Genome	1379	1.0	0.0028999472690899	0.00073	0.0028999472690899	0.00073	Macrococcus_B canis	Macrococcus_B canis	Macrococcus_B	Staphylococcaceae	Firmicutes	True	False
GCF_014217915.1__GCF_014883915.1	GCF_014217915.1	GCF_014883915.1	97.22	82.25	1.0	1.0	1.0	Complete Genome	Complete Genome	3807	1.0	0.0026400594030104	0.0	0.0026400594030104	0.0	Janibacter indicus	Janibacter indicus	Janibacter	Dermatophilaceae	Actinobacteriota	True	False
GCA_004006215.1__GCF_004551665.1	GCA_004006215.1	GCF_004551665.1	98.13	89.88	1.0	1.0	1.0	Complete Genome	Complete Genome	5034	1.0	0.002483898280441	0.0006	0.002483898280441	0.0006	Kerstersia gyiorum	Kerstersia gyiorum	Kerstersia	Burkholderiaceae	Proteobacteria	True	False
GCF_900447255.1__GCF_900478035.1	GCF_900447255.1	GCF_900478035.1	98.13	94.6	1.0	3.0	1.0	Contig	Complete Genome	2444	1.0	0.0024786961587451	0.00205	0.0024786961587451	0.00205	Corynebacterium renale	Corynebacterium renale	Corynebacterium	Mycobacteriaceae	Actinobacteriota	True	False
GCF_002003305.1__GCF_013297125.1	GCF_002003305.1	GCF_013297125.1	98.32	82.54	2.107999999999878	2.0	2.0	Complete Genome	Contig	2770	0.9996	0.0022874253644892	0.00036	0.9977125746355108	0.99964	Clostridium saccharoperbutylacetonicum	Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Firmicutes_A	True	False
GCF_002003305.1__GCF_013294445.1	GCF_002003305.1	GCF_013294445.1	98.32	82.47	2.109199999999878	2.0	3.0	Complete Genome	Contig	2773	0.9996	0.002279343969052	0.00036	0.997720656030948	0.99964	Clostridium saccharoperbutylacetonicum	Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Firmicutes_A	True	False
GCF_016889285.1__GCF_900452405.1	GCF_016889285.1	GCF_900452405.1	97.01	78.43	1.0	1.0	2.0	Complete Genome	Contig	2061	1.0	0.0021686584098088	0.0	0.9978313415901912	1.0	Kytococcus sedentarius	Kytococcus sedentarius	Kytococcus	Dermatophilaceae	Actinobacteriota	True	False
GCF_002250945.2__GCF_017909235.1	GCF_002250945.2	GCF_017909235.1	99.58	92.12	2.971600000000148	2.0	2.0	Complete Genome	Complete Genome	3286	0.9994	0.0018906599977041	0.00061	0.0018906599977041	0.00061	Bacillus_A cytotoxicus	Bacillus_A cytotoxicus	Bacillus_A	Bacillaceae_G	Firmicutes	True	False
GCF_000963495.1__GCF_016134935.2	GCF_000963495.1	GCF_016134935.2	99.48	94.25	1.0	1.0	1.0	Complete Genome	Complete Genome	9547	1.0	0.0018243060565832	0.00031	0.9981756939434168	0.99969	Pseudomonas_E simiae	Pseudomonas_E simiae	Pseudomonas_E	Pseudomonadaceae	Proteobacteria	True	False
GCF_001889125.1__GCF_014883915.1	GCF_001889125.1	GCF_014883915.1	98.52	84.66	1.0	1.0	1.0	Complete Genome	Complete Genome	4952	1.0	0.001697570826699	0.0002	0.001697570826699	0.0002	Janibacter indicus	Janibacter indicus	Janibacter	Dermatophilaceae	Actinobacteriota	True	False
GCF_905109855.1__GCF_905113005.1	GCF_905109855.1	GCF_905113005.1	99.93	100.0	2.992000000000057	24.0	21.0	Contig	Contig	2490	0.9992	0.0016357727683748	0.0	0.0016357727683748	0.0	Aerococcus sanguinicola	Aerococcus sanguinicola	Aerococcus	Aerococcaceae	Firmicutes	True	False
GCF_000512145.1__GCF_000568735.2	GCF_000512145.1	GCF_000568735.2	99.69	87.64	1.0	3.0	74.0	Complete Genome	Chromosome	727	1.0	0.001556502455113	0.0	0.001556502455113	0.0	Borrelia turicatae	Borrelia turicatae	Borrelia	Borreliaceae	Spirochaetota	True	False
GCF_000758345.1__GCF_014854775.1	GCF_000758345.1	GCF_014854775.1	97.08	92.69	1.0	1.0	2.0	Complete Genome	Complete Genome	3284	1.0	0.0013464563433029	0.0	0.998653543656697	1.0	Dickeya fangzhongdai	Dickeya fangzhongdai	Dickeya	Enterobacteriaceae	Proteobacteria	True	False
GCA_900638075.1__GCF_000801145.1	GCA_900638075.1	GCF_000801145.1	97.45	91.0	1.0	1.0	1.0	Complete Genome	Complete Genome	1415	1.0	0.001211879779348	0.00141	0.001211879779348	0.00141	Actinobacillus equuli	Actinobacillus equuli	Actinobacillus	Pasteurellaceae	Proteobacteria	True	False
GCF_001030225.1__GCF_002197345.1	GCF_001030225.1	GCF_002197345.1	98.41	87.44	1.0	7.0	1.0	Scaffold	Complete Genome	4174	1.0	0.000999300919212	0.0	0.000999300919212	0.0	Enterobacter sichuanensis	Enterobacter sichuanensis	Enterobacter	Enterobacteriaceae	Proteobacteria	True	False
GCF_900454805.1__GCF_900638655.1	GCF_900454805.1	GCF_900638655.1	98.94	95.51	1.0	2.0	1.0	Contig	Complete Genome	2867	1.0	0.0009488133961178	0.0007	0.0009488133961178	0.0007	Pragia fontium	Pragia fontium	Pragia	Enterobacteriaceae	Proteobacteria	True	False
GCF_003850465.1__GCF_003850525.1	GCF_003850465.1	GCF_003850525.1	99.2	96.5	1.0	1.0	1.0	Complete Genome	Complete Genome	10979	1.0	0.0009223637999055	9e-05	0.0009223637999055	9e-05	Pseudomonas_E chlororaphis_F	Pseudomonas_E chlororaphis_F	Pseudomonas_E	Pseudomonadaceae	Proteobacteria	True	False
GCF_000750195.1__GCF_007827205.1	GCF_000750195.1	GCF_007827205.1	99.16	94.95	1.0	1.0	1.0	Complete Genome	Contig	1715	1.0	0.0008004507161956	0.0	0.9991995492838044	1.0	Cellulophaga lytica	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Bacteroidota	True	False
GCA_011773505.1__GCA_011773645.1	GCA_011773505.1	GCA_011773645.1	99.98	84.02	1.0	107.0	543.0	Scaffold	Scaffold	2825	1.0	0.0007998884838927	0.0	0.0007998884838927	0.0	WVZY01 sp011772205	WVZY01 sp011772205	WVZY01	WVZY01	Krumholzibacteriota	True	False
GCF_003293325.1__GCF_900102295.1	GCF_003293325.1	GCF_900102295.1	98.92	93.77	1.0	37.0	1.0	Chromosome	Chromosome	9658	1.0	0.0006774294366018	0.0001	0.0006774294366018	0.0001	Pseudomonas_E thivervalensis	Pseudomonas_E thivervalensis	Pseudomonas_E	Pseudomonadaceae	Proteobacteria	True	False
GCA_000953195.1__GCF_900444665.1	GCA_000953195.1	GCF_900444665.1	99.99	100.0	1.0	1.0	2.0	Complete Genome	Contig	947	1.0	0.0006212307172757	0.0	0.0006212307172757	0.0	Acholeplasma oculi	Acholeplasma oculi	Acholeplasma	Acholeplasmataceae	Firmicutes	True	False
GCF_009763885.1__GCF_900460255.1	GCF_009763885.1	GCF_900460255.1	99.17	93.21	1.8837999999999029	2.0	3.0	Complete Genome	Contig	2946	0.9997	0.0006024871656189	0.0	0.0006024871656189	0.0	Vibrio cincinnatiensis	Vibrio cincinnatiensis	Vibrio	Vibrionaceae	Proteobacteria	True	False
GCF_006459165.1__GCF_011604645.1	GCF_006459165.1	GCF_011604645.1	98.58	93.44	1.0	1.0	1.0	Complete Genome	Complete Genome	11452	1.0	0.0005811627254104	0.00017	0.0005811627254104	0.00017	Bradyrhizobium symbiodeficiens	Bradyrhizobium symbiodeficiens	Bradyrhizobium	Xanthobacteraceae	Proteobacteria	True	False
GCF_000259345.1__GCF_000825665.2	GCF_000259345.1	GCF_000825665.2	98.96	99.29	1.0	136.0	137.0	Chromosome	Scaffold	657	1.0	0.0004828093592758	0.0	0.0004828093592758	0.0	Borrelia recurrentis	Borrelia recurrentis	Borrelia	Borreliaceae	Spirochaetota	True	False
GCF_011604645.1__GCF_011604665.1	GCF_011604645.1	GCF_011604665.1	98.53	93.49	1.0	1.0	1.0	Complete Genome	Complete Genome	11254	1.0	0.0003983585470408	0.00027	0.9996016414529592	0.99973	Bradyrhizobium symbiodeficiens	Bradyrhizobium symbiodeficiens	Bradyrhizobium	Xanthobacteraceae	Proteobacteria	True	False
GCF_000830905.1__GCF_002007905.1	GCF_000830905.1	GCF_002007905.1	98.24	91.91	1.0	1.0	1.0	Complete Genome	Complete Genome	639	1.0	0.000270304717245	0.0	0.000270304717245	0.0	Dehalococcoides mccartyi	Dehalococcoides mccartyi	Dehalococcoides	Dehalococcoidaceae	Chloroflexota	True	False
GCF_000294695.2__GCF_017876035.1	GCF_000294695.2	GCF_017876035.1	99.15	89.3	2.835399999999798	3.0	2.0	Complete Genome	Contig	6118	0.9997	0.000206424835913	0.00049	0.999793575164087	0.99951	Paenarthrobacter aurescens_A	Paenarthrobacter aurescens_A	Paenarthrobacter	Micrococcaceae	Actinobacteriota	True	False
GCF_000750195.1__GCF_001941605.1	GCF_000750195.1	GCF_001941605.1	98.93	88.95	1.0	1.0	1.0	Complete Genome	Complete Genome	1666	1.0	0.0001705538252238	0.0	0.0001705538252238	0.0	Cellulophaga lytica	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Bacteroidota	True	False
GCF_001481595.1__GCF_001560755.1	GCF_001481595.1	GCF_001560755.1	99.88	99.72	1.0					1347	1.0	0.0001112127753147	0.0	0.9998887872246852	1.0						False	False
GCF_000022005.1__GCF_003856435.1	GCF_000022005.1	GCF_003856435.1	98.21	99.24	1.0	1.0	1.0	Complete Genome	Complete Genome	4211	1.0	0.0001072241321781	0.00024	0.0001072241321781	0.00024	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter	Caulobacteraceae	Proteobacteria	True	False
GCF_002310455.2__GCF_003856435.1	GCF_002310455.2	GCF_003856435.1	98.21	99.24	1.0	1.0	1.0	Complete Genome	Complete Genome	4211	1.0	0.0001072078405167	0.00024	0.0001072078405167	0.00024	Caulobacter vibrioides	Caulobacter vibrioides	Caulobacter	Caulobacteraceae	Proteobacteria	True	False
GCF_001887285.1__GCF_005491085.2	GCF_001887285.1	GCF_005491085.2	99.17	93.35	1.0	1.0	2.0	Complete Genome	Complete Genome	5656	1.0	8.378647592843791e-05	0.00018	0.9999162135240716	0.99982	Microbacterium arborescens	Microbacterium arborescens	Microbacterium	Microbacteriaceae	Actinobacteriota	True	False
GCF_006459165.1__GCF_011604665.1	GCF_006459165.1	GCF_011604665.1	98.55	93.92	1.0	1.0	1.0	Complete Genome	Complete Genome	11304	1.0	3.3143820242775845e-05	0.00018	0.9999668561797572	0.99982	Bradyrhizobium symbiodeficiens	Bradyrhizobium symbiodeficiens	Bradyrhizobium	Xanthobacteraceae	Proteobacteria	True	False
GCA_901457695.2__GCA_901457725.1	GCA_901457695.2	GCA_901457725.1	99.99	98.59	1.0	53.0	39.0	Scaffold	Scaffold	10049	1.0	1.8171982437477896e-05	0.0	1.8171982437477896e-05	0.0	RH-AL1 sp901457705	RH-AL1 sp901457705	RH-AL1	Beijerinckiaceae	Proteobacteria	True	False
GCF_003546705.2__GCF_003546745.2	GCF_003546705.2	GCF_003546745.2	99.99	99.86	1.917199999999899	6.0	3.0	Scaffold	Scaffold	2293	0.9996	0.0	0.0	1.0	1.0	Helicobacter_A sanguini	Helicobacter_A sanguini	Helicobacter_A	Helicobacteraceae	Campylobacterota	True	False
GCF_001702115.1__GCF_001702135.1	GCF_001702115.1	GCF_001702135.1	99.96	95.02	1.0	1.0	5.0	Complete Genome	Complete Genome	966	1.0	0.0	0.0	0.0	0.0	Fructilactobacillus lindneri	Fructilactobacillus lindneri	Fructilactobacillus	Lactobacillaceae	Firmicutes	True	False
GCA_900538315.1__GCA_905202305.1	GCA_900538315.1	GCA_905202305.1	100.0	86.87	1.8743999999999037	20.0	144.0	Contig	Contig	4372	0.9998	0.0	0.0	0.0	0.0	Dysgonomonas capnocytophagoides	Dysgonomonas capnocytophagoides	Dysgonomonas	Dysgonomonadaceae	Bacteroidota	True	False
GCF_000226455.1__GCF_009862985.1	GCF_000226455.1	GCF_009862985.1	100.0	99.64	2.4657999999998386	299.0	299.0	Scaffold	Scaffold	14658	0.9999	0.0	0.0	0.0	0.0	Streptomyces chartreusis_D	Streptomyces chartreusis_D	Streptomyces	Streptomycetaceae	Actinobacteriota	True	False
GCA_900321125.1__GCA_902757345.1	GCA_900321125.1	GCA_902757345.1	100.0	100.0	2.932399999999787	213.0	213.0	Scaffold	Scaffold	4831	0.9996	0.0	0.0	0.0	0.0	UBA1732 sp900320095	UBA1732 sp900320095	UBA1732	UBA1829	Verrucomicrobiota	True	False
GCF_001889465.1__GCF_001889485.1	GCF_001889465.1	GCF_001889485.1	99.84	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	4637	1.0	0.0	0.0	0.0	0.0	Granulibacter bethesdensis	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae	Proteobacteria	True	False
GCF_000023685.1__GCF_900489655.1	GCF_000023685.1	GCF_900489655.1	99.94	99.78	1.0	1.0	1.0	Complete Genome	Complete Genome	405	1.0	0.0	0.0	0.0	0.0	Mycoplasma capri	Mycoplasma capri	Mycoplasma	Mycoplasmataceae	Firmicutes	True	False
GCF_900489685.1__GCF_900489825.1	GCF_900489685.1	GCF_900489825.1	99.95	99.15	1.0	1.0	1.0	Complete Genome	Complete Genome	404	1.0	0.0	0.0	0.0	0.0	Mycoplasma capri	Mycoplasma capri	Mycoplasma	Mycoplasmataceae	Firmicutes	True	False
GCF_900489525.1__GCF_900489715.1	GCF_900489525.1	GCF_900489715.1	99.9	99.68	1.0	1.0	1.0	Complete Genome	Complete Genome	404	1.0	0.0	0.0	0.0	0.0	Mycoplasma capri	Mycoplasma capri	Mycoplasma	Mycoplasmataceae	Firmicutes	True	False
GCF_009648775.1__GCF_018338735.1	GCF_009648775.1	GCF_018338735.1	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	5013	1.0	0.0	0.0	0.0	0.0	Salmonella bongori	Salmonella bongori	Salmonella	Enterobacteriaceae	Proteobacteria	True	False
GCF_000576085.2__GCF_001889445.1	GCF_000576085.2	GCF_001889445.1	97.95	96.67	1.0	1.0	1.0	Complete Genome	Complete Genome	3040	1.0	0.0	0.0	0.0	0.0	Granulibacter bethesdensis	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae	Proteobacteria	True	False
GCF_000470275.1__GCF_000470455.1	GCF_000470275.1	GCF_000470455.1	99.72	95.98	1.0	205.0	335.0	Scaffold	Scaffold	2429	1.0	0.0	0.0	0.0	0.0	Kingella kingae	Kingella kingae	Kingella	Neisseriaceae	Proteobacteria	True	False
GCF_900149465.2__GCF_900149615.1	GCF_900149465.2	GCF_900149615.1	98.73	97.63	1.0	1.0	3.0	Complete Genome	Contig	1071	1.0	0.0	0.0	0.0	0.0	Chlamydia suis	Chlamydia suis	Chlamydia	Chlamydiaceae	Chlamydiota	True	False
GCA_900315365.1__GCA_902756905.1	GCA_900315365.1	GCA_902756905.1	100.0	100.0	2.90699999999979	83.0	83.0	Scaffold	Scaffold	3814	0.9995	0.0	0.0	0.0	0.0	Prevotella sp002251295	Prevotella sp002251295	Prevotella	Bacteroidaceae	Bacteroidota	True	False
GCF_003343265.1__GCF_003343285.1	GCF_003343265.1	GCF_003343285.1	99.99	100.0	1.0	1.0	1.0	Complete Genome	Complete Genome	5351	1.0	0.0	0.0	0.0	0.0	Renibacterium salmoninarum	Renibacterium salmoninarum	Renibacterium	Micrococcaceae	Actinobacteriota	True	False
GCF_014525475.1__GCF_016916895.1	GCF_014525475.1	GCF_016916895.1	100.0	100.0	1.9385999999998969	11.0	11.0	Contig	Contig	4693	0.9998	0.0	0.0	0.0	0.0	Flaviflexus sp014069875	Flaviflexus sp014069875	Flaviflexus	Actinomycetaceae	Actinobacteriota	True	False
GCA_900538285.1__GCA_905202535.1	GCA_900538285.1	GCA_905202535.1	100.0	100.0	1.0	30.0	29.0	Contig	Contig	2772	1.0	0.0	0.0	0.0	0.0	Butyrivibrio_A sp000431815	Butyrivibrio_A sp000431815	Butyrivibrio_A	Lachnospiraceae	Firmicutes_A	True	False
GCA_002400245.1__GCA_002427335.1	GCA_002400245.1	GCA_002427335.1	98.87	0.77	1.0	214.0	500.0	Scaffold	Scaffold	20	1.0	0.0	0.0	1.0	1.0	Caproicibacter sp002411365	Caproicibacter sp002409585	Caproicibacter	Acutalibacteraceae	Firmicutes_A	False	False
GCF_006714955.1__GCF_007827525.1	GCF_006714955.1	GCF_007827525.1	99.99	100.0	1.7233999999999203	2.0	2.0	Contig	Contig	7234	0.9999	0.0	0.0	1.0	1.0	Serratia_A fonticola_A	Serratia_A fonticola_A	Serratia_A	Enterobacteriaceae	Proteobacteria	True	False
GCF_000576145.2__GCF_001889445.1	GCF_000576145.2	GCF_001889445.1	98.25	98.4	1.0	1.0	1.0	Complete Genome	Complete Genome	3210	1.0	0.0	0.0	0.0	0.0	Granulibacter bethesdensis	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae	Proteobacteria	True	False
GCF_001889445.1__GCF_001889465.1	GCF_001889445.1	GCF_001889465.1	97.73	95.46	1.0	1.0	1.0	Complete Genome	Complete Genome	2834	1.0	0.0	0.00071	0.0	0.00071	Granulibacter bethesdensis	Granulibacter bethesdensis	Granulibacter	Acetobacteraceae	Proteobacteria	True	False
GCA_001771425.1__GCA_001771465.1	GCA_001771425.1	GCA_001771465.1	99.99	100.0	1.0	1.0	1.0	Contig	Contig	1760	1.0	0.0	0.0	0.0	0.0	XYB2-FULL-45-9 sp001771575	XYB2-FULL-45-9 sp001771575	XYB2-FULL-45-9	XYB2-FULL-48-7	Margulisbacteria	True	False
