pairid	syn2b_raw_inverted_fraction	syn2b_inverted_fraction	syn2b_breakpoints	syn2b_breakpoint_density	syn2b_scj_distance	syn2b_scj_corrected	syn2b_shared_tags	syn2b_observable_fraction	q_species	r_species	same_species
GCF_001542795.2__GCF_002104615.1	0.00011	0.00011	6.0	0.00065	24.0	24.0	9192.0	1.0			
GCF_002205355.1__GCF_013305765.1	0.00011	0.00011	0.0	0.0	18.0	18.0	9084.0	1.0			
GCF_000504045.1__GCF_001606045.1	0.00011	0.00011	11.0	0.00121	30.0	30.0	9112.0	1.0			
GCF_000504045.1__GCF_001542795.2	0.00011	0.00011	5.0	0.00054	22.0	22.0	9198.0	1.0			
GCF_001722045.1__GCF_003194245.1	0.00011	0.00011	8.0	0.00087	38.0	38.0	9151.0	1.0			
GCF_002205355.1__GCF_012935295.1	0.00011	0.00011	4.0	0.00044	32.0	32.0	9107.0	1.0			
GCF_013375855.1__GCF_900095805.1	0.00011	0.00011	6.0	0.00066	32.0	32.0	9124.0	1.0			
GCF_001874805.1__GCF_012935295.1	0.00011	0.00011	2.0	0.00022	28.0	28.0	9191.0	1.0			
GCF_900070375.1__GCF_900636975.1	0.00011	0.00011	3.0	0.00033	18.0	18.0	9102.0	1.0			
GCF_001722045.1__GCF_013375795.1	0.00011	0.00011	15.0	0.00163	36.0	36.0	9192.0	1.0			
GCF_000504045.1__GCF_007559105.1	0.00011	0.00011	2.0	0.00022	22.0	22.0	9207.0	1.0			
GCF_002812905.2__GCF_902703215.1	0.00011	0.00011	7.0	0.00077	26.0	26.0	9043.0	1.0			
GCF_009676885.1__GCF_018279305.1	0.00011	0.00011	6.0	0.00065	38.0	38.0	9209.0	1.0			
GCF_009676885.1__GCF_900618285.1	0.00011	0.00011	6.0	0.00065	42.0	42.0	9177.0	1.0			
GCF_001874805.1__GCF_003429185.1	0.00011	0.00011	5.0	0.00054	28.0	28.0	9181.0	1.0			
GCF_900095805.1__GCF_900636755.1	0.00011	0.00011	16.0	0.0018	44.0	44.0	8896.0	1.0			
GCF_000504045.1__GCF_003194245.1	0.00011	0.00011	16.0	0.00174	44.0	44.0	9212.0	1.0			
GCF_001722045.1__GCF_013343575.1	0.00011	0.00011	6.0	0.00065	30.0	30.0	9199.0	1.0			
GCF_009867055.1__GCF_018279265.1	0.00011	0.00011	5.0	0.00055	42.0	42.0	9126.0	1.0			
GCF_003194245.1__GCF_013201015.1	0.00011	0.00011	11.0	0.00116	54.0	54.0	9443.0	1.0			
GCF_001722045.1__GCF_013305765.1	0.00011	0.00011	2.0	0.00022	10.0	10.0	9095.0	1.0			
GCF_001722045.1__GCF_012935295.1	0.00011	0.00011	2.0	0.00022	22.0	22.0	9251.0	1.0			
GCF_001722045.1__GCF_009905195.1	0.00011	0.00011	4.0	0.00044	24.0	24.0	9090.0	1.0			
GCF_001722045.1__GCF_009676885.1	0.00011	0.00011	5.0	0.00055	22.0	22.0	9132.0	1.0			
GCF_001542795.2__GCF_002287725.2	0.00011	0.00011	3.0	0.00033	24.0	24.0	9151.0	1.0			
GCF_000504045.1__GCF_001792835.1	0.00011	0.00011	0.0	0.0	16.0	16.0	9198.0	1.0			
GCF_000508765.1__GCF_001721805.1	0.00011	0.00011	3.0	0.00033	12.0	12.0	9070.0	1.0			
GCF_003052005.2__GCF_009676885.1	0.0001	0.0001	1.0	0.0001	28.0	28.0	10285.0	1.0			
GCF_000508765.1__GCF_900618335.1	0.0001	0.0001	0.0	0.0	24.0	24.0	10389.0	1.0			
GCF_000496605.2__GCF_900149285.1	0.0001	0.0001	6.0	0.00059	18.0	18.0	10241.0	1.0			
GCF_007559085.1__GCF_900618325.1	0.0001	0.0001	9.0	0.00086	36.0	36.0	10437.0	1.0			
GCF_007559085.1__GCF_900618335.1	0.0001	0.0001	9.0	0.00086	36.0	36.0	10437.0	1.0			
GCF_000496605.2__GCF_016126955.1	0.0001	0.0001	12.0	0.00117	36.0	36.0	10255.0	1.0			
GCF_000496605.2__GCF_016745115.1	0.0001	0.0001	7.0	0.00069	30.0	30.0	10105.0	1.0			
GCF_007559085.1__GCF_904866275.1	0.0001	0.0001	6.0	0.00058	18.0	18.0	10382.0	1.0			
GCF_007559105.1__GCF_009676885.1	0.0001	0.0001	5.0	0.00048	16.0	16.0	10342.0	1.0			
GCF_000496605.2__GCF_016919425.1	0.0001	0.0001	9.0	0.00087	44.0	44.0	10324.0	1.0			
GCF_000496605.2__GCF_018409365.1	0.0001	0.0001	5.0	0.00049	28.0	28.0	10285.0	1.0			
GCF_007559105.1__GCF_013260445.1	0.0001	0.0001	11.0	0.00106	38.0	38.0	10350.0	1.0			
GCF_007559105.1__GCF_013305765.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10373.0	1.0			
GCF_000496605.2__GCF_900185255.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10318.0	1.0			
GCF_001548135.1__GCF_003798105.1	0.0001	0.0001	7.0	0.00067	34.0	34.0	10379.0	1.0			
GCF_001792855.1__GCF_900070375.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10407.0	1.0			
GCF_007559105.1__GCF_016107485.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10375.0	1.0			
GCF_000496605.2__GCF_900618255.1	0.0001	0.0001	6.0	0.00058	38.0	38.0	10313.0	1.0			
GCF_000496605.2__GCF_900618265.1	0.0001	0.0001	6.0	0.00058	38.0	38.0	10302.0	1.0			
GCF_007559105.1__GCF_900070375.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10376.0	1.0			
GCF_001516105.1__GCF_003194245.1	0.0001	0.0001	10.0	0.00095	40.0	40.0	10498.0	1.0			
GCF_000496605.2__GCF_900636755.1	0.0001	0.0001	12.0	0.00117	36.0	36.0	10255.0	1.0			
GCF_001516105.1__GCF_003052005.2	0.0001	0.0001	4.0	0.00039	44.0	44.0	10263.0	1.0			
GCF_008033725.1__GCF_013260445.1	0.0001	0.0001	11.0	0.00106	36.0	36.0	10394.0	1.0			
GCF_000496605.2__GCF_902703185.1	0.0001	0.0001	10.0	0.00097	44.0	44.0	10283.0	1.0			
GCF_007559085.1__GCF_900618265.1	0.0001	0.0001	9.0	0.00087	36.0	36.0	10402.0	1.0			
GCF_007559085.1__GCF_900618255.1	0.0001	0.0001	9.0	0.00086	36.0	36.0	10414.0	1.0			
GCF_014854655.1__GCF_016919425.1	0.0001	0.0001	3.0	0.00029	28.0	28.0	10203.0	1.0			
GCF_007559085.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10382.0	1.0			
GCF_004355145.1__GCF_902172305.2	0.0001	0.0001	3.0	0.00029	24.0	24.0	10377.0	1.0			
GCF_000496605.2__GCF_003813005.1	0.0001	0.0001	9.0	0.00088	42.0	42.0	10212.0	1.0			
GCF_001874805.1__GCF_018279305.1	0.0001	0.0001	3.0	0.0003	32.0	32.0	10117.0	1.0			
GCF_001516105.1__GCF_013260445.1	0.0001	0.0001	10.0	0.00096	26.0	26.0	10368.0	1.0			
GCF_000496605.2__GCF_004355145.1	0.0001	0.0001	9.0	0.00088	30.0	30.0	10208.0	1.0			
GCF_000496605.2__GCF_007559085.1	0.0001	0.0001	9.0	0.00087	36.0	36.0	10361.0	1.0			
GCF_000496605.2__GCF_009676885.1	0.0001	0.0001	6.0	0.00059	24.0	24.0	10224.0	1.0			
GCF_015697465.1__GCF_015697665.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10244.0	1.0			
GCF_000496605.2__GCF_009867055.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10272.0	1.0			
GCF_000496605.2__GCF_009905195.1	0.0001	0.0001	0.0	0.0	24.0	24.0	10209.0	1.0			
GCF_014854655.1__GCF_904866275.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10295.0	1.0			
GCF_000496605.2__GCF_013305645.2	0.0001	0.0001	5.0	0.00051	26.0	26.0	9869.0	1.0			
GCF_000496605.2__GCF_013343355.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10275.0	1.0			
GCF_007559065.1__GCF_900095805.1	0.0001	0.0001	10.0	0.001	50.0	50.0	10034.0	1.0			
GCF_007559085.1__GCF_009676885.1	0.0001	0.0001	9.0	0.00086	38.0	38.0	10420.0	1.0			
GCF_007559085.1__GCF_009867055.1	0.0001	0.0001	3.0	0.00029	32.0	32.0	10369.0	1.0			
GCF_007559085.1__GCF_013260445.1	0.0001	0.0001	11.0	0.00106	34.0	34.0	10333.0	1.0			
GCF_001874465.1__GCF_002287725.2	0.0001	0.0001	5.0	0.00049	30.0	30.0	10174.0	1.0			
GCF_000496605.2__GCF_013375795.1	0.0001	0.0001	10.0	0.00098	44.0	44.0	10158.0	1.0			
GCF_014854655.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10369.0	1.0			
GCF_000496605.2__GCF_014854655.1	0.0001	0.0001	3.0	0.0003	12.0	12.0	10121.0	1.0			
GCF_001792855.1__GCF_016107485.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10406.0	1.0			
GCF_001548135.1__GCF_004102665.1	0.0001	0.0001	2.0	0.00019	22.0	22.0	10397.0	1.0			
GCF_015697465.1__GCF_016919425.1	0.0001	0.0001	6.0	0.00057	18.0	18.0	10518.0	1.0			
GCF_001594325.2__GCF_001792855.1	0.0001	0.0001	9.0	0.00086	46.0	46.0	10424.0	1.0			
GCF_009648875.1__GCF_018141565.1	0.0001	0.0001	10.0	0.00099	32.0	32.0	10134.0	1.0			
GCF_000508765.1__GCF_001293085.1	0.0001	0.0001	8.0	0.00078	28.0	28.0	10220.0	1.0			
GCF_009648875.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10324.0	1.0			
GCF_009648875.1__GCF_900185255.1	0.0001	0.0001	6.0	0.00059	30.0	30.0	10140.0	1.0			
GCF_009648875.1__GCF_902172305.2	0.0001	0.0001	8.0	0.00078	22.0	22.0	10235.0	1.0			
GCF_009648875.1__GCF_902703185.1	0.0001	0.0001	1.0	0.0001	16.0	16.0	10441.0	1.0			
GCF_001548335.1__GCF_900095805.1	0.0001	0.0001	5.0	0.0005	38.0	38.0	10072.0	1.0			
GCF_000508765.1__GCF_001516245.2	0.0001	0.0001	0.0	0.0	6.0	6.0	10330.0	1.0			
GCF_001792835.1__GCF_013305765.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10403.0	1.0			
GCF_000508765.1__GCF_001516305.2	0.0001	0.0001	3.0	0.00029	26.0	26.0	10368.0	1.0			
GCF_001792835.1__GCF_009905195.1	0.0001	0.0001	3.0	0.00029	28.0	28.0	10237.0	1.0			
GCF_001792855.1__GCF_013343575.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10410.0	1.0			
GCF_001792835.1__GCF_009676885.1	0.0001	0.0001	0.0	0.0	18.0	18.0	10370.0	1.0			
GCF_000508765.1__GCF_001792835.1	0.0001	0.0001	3.0	0.00029	40.0	40.0	10402.0	1.0			
GCF_001792835.1__GCF_004102665.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10461.0	1.0			
GCF_009664165.1__GCF_900095805.1	0.0001	0.0001	9.0	0.0009	46.0	46.0	10038.0	1.0			
GCF_000508765.1__GCF_002411865.3	0.0001	0.0001	5.0	0.00048	26.0	26.0	10415.0	1.0			
GCF_001792835.1__GCF_003957825.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10374.0	1.0			
GCF_009676765.1__GCF_013305765.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10290.0	1.0			
GCF_001792835.1__GCF_003429205.1	0.0001	0.0001	9.0	0.00086	42.0	42.0	10415.0	1.0			
GCF_001792835.1__GCF_003429185.1	0.0001	0.0001	3.0	0.00029	26.0	26.0	10514.0	1.0			
GCF_000508765.1__GCF_003429185.1	0.0001	0.0001	9.0	0.00086	40.0	40.0	10476.0	1.0			
GCF_009648875.1__GCF_016864415.1	0.0001	0.0001	4.0	0.00039	38.0	38.0	10322.0	1.0			
GCF_001792835.1__GCF_013467605.1	0.0001	0.0001	0.0	0.0	26.0	26.0	10188.0	1.0			
GCF_001792835.1__GCF_016107485.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10405.0	1.0			
GCF_001792835.1__GCF_900070375.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10406.0	1.0			
GCF_008033725.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10422.0	1.0			
GCF_001548135.1__GCF_013305765.1	0.0001	0.0001	2.0	0.00019	22.0	22.0	10336.0	1.0			
GCF_001792855.1__GCF_013305765.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10404.0	1.0			
GCF_001548135.1__GCF_900618255.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10442.0	1.0			
GCF_001792855.1__GCF_013260445.1	0.0001	0.0001	7.0	0.00067	20.0	20.0	10374.0	1.0			
GCF_008033745.1__GCF_013260445.1	0.0001	0.0001	11.0	0.00106	36.0	36.0	10421.0	1.0			
GCF_001548135.1__GCF_900618265.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10431.0	1.0			
GCF_001548135.1__GCF_900618325.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10467.0	1.0			
GCF_001548135.1__GCF_900618335.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10467.0	1.0			
GCF_001792855.1__GCF_009905195.1	0.0001	0.0001	3.0	0.00029	34.0	34.0	10251.0	1.0			
GCF_001548135.1__GCF_902703185.1	0.0001	0.0001	5.0	0.00048	40.0	40.0	10398.0	1.0			
GCF_001792855.1__GCF_004102665.1	0.0001	0.0001	2.0	0.00019	22.0	22.0	10463.0	1.0			
GCF_001548335.1__GCF_002287725.2	0.0001	0.0001	5.0	0.0005	42.0	42.0	10072.0	1.0			
GCF_001792855.1__GCF_003957825.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10375.0	1.0			
GCF_008033745.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10452.0	1.0			
GCF_008033765.1__GCF_013260445.1	0.0001	0.0001	11.0	0.00106	36.0	36.0	10407.0	1.0			
GCF_001792855.1__GCF_003429205.1	0.0001	0.0001	9.0	0.00086	42.0	42.0	10417.0	1.0			
GCF_008033765.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10436.0	1.0			
GCF_001792855.1__GCF_002075065.1	0.0001	0.0001	9.0	0.00093	42.0	42.0	9671.0	1.0			
GCF_001792835.1__GCF_904866275.1	0.0001	0.0001	3.0	0.00029	32.0	32.0	10311.0	1.0			
GCF_001482325.1__GCF_902172305.2	0.0001	0.0001	3.0	0.00029	12.0	12.0	10234.0	1.0			
GCF_000496605.2__GCF_003798105.1	0.0001	0.0001	6.0	0.00058	24.0	24.0	10318.0	1.0			
GCF_004355145.1__GCF_015697665.1	0.0001	0.0001	0.0	0.0	14.0	14.0	10219.0	1.0			
GCF_009676785.1__GCF_013305765.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10290.0	1.0			
GCF_001542795.2__GCF_900618325.1	0.0001	0.0001	2.0	0.00019	20.0	20.0	10416.0	1.0			
GCF_016745115.1__GCF_900149285.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10304.0	1.0			
GCF_016745115.1__GCF_018141565.1	0.0001	0.0001	8.0	0.00079	22.0	22.0	10150.0	1.0			
GCF_001542795.2__GCF_900070375.1	0.0001	0.0001	7.0	0.00068	30.0	30.0	10355.0	1.0			
GCF_000359505.1__GCF_018279265.1	0.0001	0.0001	2.0	0.0002	16.0	16.0	10069.0	1.0			
GCF_001542795.2__GCF_900618255.1	0.0001	0.0001	2.0	0.00019	20.0	20.0	10389.0	1.0			
GCF_002104615.1__GCF_002287725.2	0.0001	0.0001	5.0	0.00049	30.0	30.0	10192.0	1.0			
GCF_004102665.1__GCF_007559105.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10371.0	1.0			
GCF_004102665.1__GCF_009676765.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10354.0	1.0			
GCF_004102665.1__GCF_009676785.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10354.0	1.0			
GCF_001542795.2__GCF_900618265.1	0.0001	0.0001	2.0	0.00019	20.0	20.0	10380.0	1.0			
GCF_004102665.1__GCF_009867055.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10279.0	1.0			
GCF_002075065.1__GCF_900149285.1	0.0001	0.0001	6.0	0.00062	30.0	30.0	9633.0	1.0			
GCF_004102665.1__GCF_009905195.1	0.0001	0.0001	5.0	0.00048	14.0	14.0	10328.0	1.0			
GCF_001542795.2__GCF_900618335.1	0.0001	0.0001	2.0	0.00019	20.0	20.0	10416.0	1.0			
GCF_004102665.1__GCF_013375795.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10336.0	1.0			
GCF_002075065.1__GCF_902172305.2	0.0001	0.0001	0.0	0.0	18.0	18.0	9702.0	1.0			
GCF_002075065.1__GCF_900618335.1	0.0001	0.0001	6.0	0.00061	18.0	18.0	9841.0	1.0			
GCF_002075065.1__GCF_900618325.1	0.0001	0.0001	6.0	0.00061	18.0	18.0	9841.0	1.0			
GCF_016107485.1__GCF_018409365.1	0.0001	0.0001	5.0	0.00048	34.0	34.0	10393.0	1.0			
GCF_002075065.1__GCF_900618265.1	0.0001	0.0001	6.0	0.00061	18.0	18.0	9803.0	1.0			
GCF_002075065.1__GCF_900618255.1	0.0001	0.0001	6.0	0.00061	18.0	18.0	9818.0	1.0			
GCF_015697665.1__GCF_904866275.1	0.0001	0.0001	0.0	0.0	24.0	24.0	10191.0	1.0			
GCF_001542795.2__GCF_016107485.1	0.0001	0.0001	7.0	0.00068	30.0	30.0	10354.0	1.0			
GCF_016864415.1__GCF_900149285.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10452.0	1.0			
GCF_016864415.1__GCF_902172305.2	0.0001	0.0001	6.0	0.00058	24.0	24.0	10406.0	1.0			
GCF_016864415.1__GCF_904866275.1	0.0001	0.0001	3.0	0.00029	36.0	36.0	10394.0	1.0			
GCF_018141565.1__GCF_900618265.1	0.0001	0.0001	6.0	0.00058	26.0	26.0	10337.0	1.0			
GCF_000359505.1__GCF_003074095.1	0.0001	0.0001	2.0	0.0002	16.0	16.0	10083.0	1.0			
GCF_018141565.1__GCF_900618255.1	0.0001	0.0001	6.0	0.00058	26.0	26.0	10350.0	1.0			
GCF_003813005.1__GCF_012935295.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10345.0	1.0			
GCF_003813005.1__GCF_013260445.1	0.0001	0.0001	7.0	0.00067	20.0	20.0	10441.0	1.0			
GCF_000359505.1__GCF_003074115.1	0.0001	0.0001	2.0	0.0002	22.0	22.0	9994.0	1.0			
GCF_018141565.1__GCF_900185255.1	0.0001	0.0001	0.0	0.0	20.0	20.0	10298.0	1.0			
GCF_003813005.1__GCF_902172305.2	0.0001	0.0001	10.0	0.00097	48.0	48.0	10299.0	1.0			
GCF_003957825.1__GCF_007559105.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10344.0	1.0			
GCF_001542795.2__GCF_009676885.1	0.0001	0.0001	5.0	0.00048	20.0	20.0	10414.0	1.0			
GCF_003957825.1__GCF_009867055.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10248.0	1.0			
GCF_001542795.2__GCF_013305645.2	0.0001	0.0001	2.0	0.0002	18.0	18.0	9989.0	1.0			
GCF_003957825.1__GCF_009905195.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10236.0	1.0			
GCF_001542795.2__GCF_013305765.1	0.0001	0.0001	7.0	0.00068	20.0	20.0	10349.0	1.0			
GCF_001542795.2__GCF_013343575.1	0.0001	0.0001	5.0	0.00048	16.0	16.0	10469.0	1.0			
GCF_000359505.1__GCF_003798125.1	0.0001	0.0001	3.0	0.0003	26.0	26.0	10078.0	1.0			
GCF_001542795.2__GCF_013375795.1	0.0001	0.0001	4.0	0.00039	26.0	26.0	10323.0	1.0			
GCF_003957825.1__GCF_013375795.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10238.0	1.0			
GCF_000359505.1__GCF_013343515.1	0.0001	0.0001	6.0	0.00059	24.0	24.0	10142.0	1.0			
GCF_003957825.1__GCF_018409365.1	0.0001	0.0001	5.0	0.00048	34.0	34.0	10361.0	1.0			
GCF_016919425.1__GCF_018141565.1	0.0001	0.0001	5.0	0.00048	22.0	22.0	10381.0	1.0			
GCF_015697665.1__GCF_902172305.2	0.0001	0.0001	3.0	0.0003	22.0	22.0	10110.0	1.0			
GCF_004102665.1__GCF_018409365.1	0.0001	0.0001	5.0	0.00048	28.0	28.0	10389.0	1.0			
GCF_001879525.1__GCF_002411865.3	0.0001	0.0001	4.0	0.00039	16.0	16.0	10255.0	1.0			
GCF_000496605.2__GCF_003052005.2	0.0001	0.0001	4.0	0.0004	36.0	36.0	10088.0	1.0			
GCF_000496605.2__GCF_001606045.1	0.0001	0.0001	6.0	0.00058	18.0	18.0	10289.0	1.0			
GCF_000496605.2__GCF_001687285.1	0.0001	0.0001	12.0	0.00117	36.0	36.0	10244.0	1.0			
GCF_001879525.1__GCF_013343355.1	0.0001	0.0001	0.0	0.0	6.0	6.0	10375.0	1.0			
GCF_000496605.2__GCF_001792855.1	0.0001	0.0001	8.0	0.00078	46.0	46.0	10252.0	1.0			
GCF_001879525.1__GCF_012935295.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10449.0	1.0			
GCF_001879525.1__GCF_007559085.1	0.0001	0.0001	0.0	0.0	18.0	18.0	10390.0	1.0			
GCF_000496605.2__GCF_002411865.3	0.0001	0.0001	12.0	0.00118	42.0	42.0	10185.0	1.0			
GCF_001879525.1__GCF_004102665.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10273.0	1.0			
GCF_000496605.2__GCF_002442855.1	0.0001	0.0001	3.0	0.00029	22.0	22.0	10260.0	1.0			
GCF_015697465.1__GCF_900618265.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10481.0	1.0			
GCF_015697465.1__GCF_900618255.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10491.0	1.0			
GCF_015697665.1__GCF_900618335.1	0.0001	0.0001	3.0	0.00029	26.0	26.0	10188.0	1.0			
GCF_004355145.1__GCF_008033725.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10453.0	1.0			
GCF_004355145.1__GCF_008033745.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10482.0	1.0			
GCF_004355145.1__GCF_008033765.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10468.0	1.0			
GCF_004355145.1__GCF_009648875.1	0.0001	0.0001	0.0	0.0	18.0	18.0	10258.0	1.0			
GCF_004355145.1__GCF_012935295.1	0.0001	0.0001	3.0	0.00029	18.0	18.0	10387.0	1.0			
GCF_001879525.1__GCF_002946935.1	0.0001	0.0001	3.0	0.0003	12.0	12.0	9949.0	1.0			
GCF_003052005.2__GCF_009867055.1	0.0001	0.0001	4.0	0.00039	28.0	28.0	10138.0	1.0			
GCF_000496605.2__GCF_003324465.1	0.0001	0.0001	3.0	0.00029	24.0	24.0	10201.0	1.0			
GCF_000496605.2__GCF_003369755.1	0.0001	0.0001	10.0	0.001	58.0	58.0	9962.0	1.0			
GCF_004355145.1__GCF_013343575.1	0.0001	0.0001	0.0	0.0	18.0	18.0	10485.0	1.0			
GCF_001879525.1__GCF_017378395.1	0.0001	0.0001	8.0	0.00077	30.0	30.0	10438.0	1.0			
GCF_001879525.1__GCF_017378475.1	0.0001	0.0001	8.0	0.00077	30.0	30.0	10438.0	1.0			
GCF_000496605.2__GCF_001542795.2	0.0001	0.0001	6.0	0.00059	30.0	30.0	10236.0	1.0			
GCF_000496605.2__GCF_001518975.1	0.0001	0.0001	6.0	0.00059	24.0	24.0	10195.0	1.0			
GCF_015697665.1__GCF_900618325.1	0.0001	0.0001	3.0	0.00029	26.0	26.0	10188.0	1.0			
GCF_015697665.1__GCF_900618265.1	0.0001	0.0001	3.0	0.0003	26.0	26.0	10156.0	1.0			
GCF_015697665.1__GCF_900618255.1	0.0001	0.0001	3.0	0.0003	26.0	26.0	10166.0	1.0			
GCF_002075065.1__GCF_013375795.1	0.0001	0.0001	9.0	0.00094	42.0	42.0	9601.0	1.0			
GCF_001516245.2__GCF_001516305.2	0.0001	0.0001	4.0	0.00039	22.0	22.0	10146.0	1.0			
GCF_002075065.1__GCF_009867055.1	0.0001	0.0001	5.0	0.00052	28.0	28.0	9683.0	1.0			
GCF_002075065.1__GCF_009676885.1	0.0001	0.0001	8.0	0.00083	36.0	36.0	9640.0	1.0			
GCF_015697665.1__GCF_017378475.1	0.0001	0.0001	9.0	0.00087	42.0	42.0	10337.0	1.0			
GCF_002075065.1__GCF_007559105.1	0.0001	0.0001	6.0	0.00062	30.0	30.0	9628.0	1.0			
GCF_002075065.1__GCF_007559085.1	0.0001	0.0001	0.0	0.0	28.0	28.0	9728.0	1.0			
GCF_015697665.1__GCF_017378395.1	0.0001	0.0001	9.0	0.00087	42.0	42.0	10337.0	1.0			
GCF_000496605.2__GCF_000508765.1	0.0001	0.0001	8.0	0.00078	28.0	28.0	10226.0	1.0			
GCF_000496605.2__GCF_000510305.1	0.0001	0.0001	3.0	0.00029	22.0	22.0	10243.0	1.0			
GCF_000496605.2__GCF_000816985.1	0.0001	0.0001	10.0	0.00099	32.0	32.0	10150.0	1.0			
GCF_000496605.2__GCF_001045685.1	0.0001	0.0001	0.0	0.0	12.0	12.0	10231.0	1.0			
GCF_002075065.1__GCF_002411865.3	0.0001	0.0001	10.0	0.00104	52.0	52.0	9606.0	1.0			
GCF_000496605.2__GCF_001516265.1	0.0001	0.0001	9.0	0.00089	62.0	62.0	10082.0	1.0			
GCF_001879525.1__GCF_904866275.1	0.0001	0.0001	6.0	0.00057	18.0	18.0	10441.0	1.0			
GCF_000496605.2__GCF_001516325.2	0.0001	0.0001	10.0	0.00097	26.0	26.0	10264.0	1.0			
GCF_001879525.1__GCF_900618335.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10467.0	1.0			
GCF_001879525.1__GCF_900618325.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10467.0	1.0			
GCF_000508765.1__GCF_003798105.1	0.0001	0.0001	9.0	0.00087	38.0	38.0	10383.0	1.0			
GCF_001722045.1__GCF_902703195.1	0.0001	0.0001	9.0	0.00089	30.0	30.0	10131.0	1.0			
GCF_000359505.1__GCF_002812905.2	0.0001	0.0001	4.0	0.00041	32.0	32.0	9873.0	1.0			
GCF_001293085.1__GCF_003813005.1	0.0001	0.0001	9.0	0.00088	42.0	42.0	10203.0	1.0			
GCF_001293085.1__GCF_009676885.1	0.0001	0.0001	6.0	0.00059	24.0	24.0	10216.0	1.0			
GCF_001606045.1__GCF_902703185.1	0.0001	0.0001	8.0	0.00078	32.0	32.0	10322.0	1.0			
GCF_001293085.1__GCF_007559085.1	0.0001	0.0001	9.0	0.00087	36.0	36.0	10353.0	1.0			
GCF_013305765.1__GCF_902172305.2	0.0001	0.0001	0.0	0.0	12.0	12.0	10274.0	1.0			
GCF_013343355.1__GCF_013375795.1	0.0001	0.0001	14.0	0.00136	34.0	34.0	10269.0	1.0			
GCF_001606045.1__GCF_904866275.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10398.0	1.0			
GCF_001293085.1__GCF_004355145.1	0.0001	0.0001	9.0	0.00088	30.0	30.0	10201.0	1.0			
GCF_001721805.1__GCF_902703195.1	0.0001	0.0001	9.0	0.00089	30.0	30.0	10130.0	1.0			
GCF_013393685.1__GCF_018409365.1	0.0001	0.0001	2.0	0.00019	16.0	16.0	10454.0	1.0			
GCF_013343355.1__GCF_015697465.1	0.0001	0.0001	3.0	0.00029	12.0	12.0	10497.0	1.0			
